108年08月27日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
12:47:35,"3,607,385","22,021,756","6,368,051","11,696,257","671,391","2,846,571","71,197"
12:47:40,"3,608,166","22,016,605","6,369,696","11,705,793","671,561","2,847,290","71,215"
12:47:45,"3,608,848","22,025,620","6,371,435","11,715,224","671,725","2,847,876","71,228"
12:47:50,"3,609,366","22,025,930","6,372,945","11,718,336","671,940","2,848,561","71,245"
12:47:55,"3,609,976","22,034,011","6,374,501","11,706,940","672,085","2,849,018","71,257"
12:48:00,"3,610,502","22,019,948","6,376,051","11,714,930","672,252","2,849,362","71,272"
12:48:05,"3,611,417","22,022,099","6,378,052","11,716,086","672,484","2,850,145","71,301"
12:48:10,"3,612,216","22,021,133","6,379,975","11,710,724","672,655","2,850,866","71,315"
12:48:15,"3,613,103","22,028,104","6,382,037","11,698,598","672,898","2,852,261","71,344"
12:48:20,"3,613,962","22,027,533","6,384,032","11,702,632","673,087","2,852,970","71,362"
12:48:25,"3,615,038","22,016,483","6,386,151","11,705,225","673,244","2,853,823","71,375"
12:48:30,"3,615,685","22,025,730","6,387,912","11,693,093","673,395","2,854,257","71,387"
12:48:35,"3,616,287","22,005,680","6,389,491","11,684,320","673,563","2,854,648","71,399"
12:48:40,"3,616,944","22,007,819","6,391,197","11,703,997","673,756","2,855,610","71,418"
12:48:45,"3,617,621","22,003,194","6,393,040","11,700,858","673,952","2,856,605","71,436"
12:48:50,"3,618,172","21,992,177","6,394,656","11,677,168","674,110","2,857,091","71,448"
12:48:55,"3,618,853","22,015,252","6,396,430","11,678,983","674,277","2,857,977","71,463"
12:49:00,"3,619,761","22,013,829","6,398,408","11,682,600","674,435","2,858,386","71,474"
12:49:05,"3,620,463","21,982,306","6,400,066","11,653,123","674,703","2,859,641","71,496"
12:49:10,"3,621,546","22,010,742","6,402,185","11,653,405","674,925","2,860,879","71,514"
12:49:15,"3,622,089","21,989,268","6,403,784","11,664,414","675,103","2,861,971","71,529"
12:49:20,"3,622,617","22,038,636","6,405,619","11,698,404","675,265","2,862,509","71,545"
12:49:25,"3,623,272","22,042,334","6,407,300","11,691,492","675,482","2,863,096","71,559"
12:49:30,"3,624,049","22,009,368","6,409,209","11,667,502","675,651","2,863,651","71,570"
12:49:35,"3,624,739","22,008,483","6,411,141","11,679,011","675,884","2,864,284","71,588"
12:49:40,"3,625,709","22,007,159","6,413,318","11,684,145","676,074","2,864,938","71,608"
12:49:45,"3,626,463","22,025,912","6,415,115","11,694,320","676,268","2,865,347","71,621"
12:49:50,"3,627,383","22,029,691","6,416,932","11,672,275","676,419","2,865,603","71,634"
12:49:55,"3,628,130","21,976,166","6,418,651","11,654,444","676,605","2,866,121","71,646"
12:50:00,"3,628,966","22,033,199","6,420,539","11,688,686","676,764","2,866,691","71,660"
12:50:05,"3,629,774","22,038,376","6,422,415","11,705,023","677,000","2,867,247","71,675"
12:50:10,"3,630,499","22,047,603","6,424,055","11,682,366","677,248","2,868,540","71,707"
12:50:15,"3,631,082","22,051,068","6,425,650","11,691,086","677,444","2,869,000","71,723"
12:50:20,"3,631,737","22,050,296","6,427,309","11,695,510","677,655","2,869,623","71,739"
12:50:25,"3,632,385","22,050,702","6,428,977","11,706,590","677,902","2,870,474","71,759"
12:50:30,"3,633,167","22,050,102","6,430,747","11,705,348","678,138","2,870,999","71,782"
12:50:35,"3,633,911","22,042,659","6,432,546","11,717,104","678,376","2,871,471","71,799"
12:50:40,"3,634,702","22,049,904","6,434,455","11,715,665","678,565","2,872,284","71,821"
12:50:45,"3,635,530","22,051,685","6,436,281","11,717,663","678,792","2,872,875","71,840"
12:50:50,"3,636,095","22,058,802","6,437,838","11,722,873","678,985","2,873,336","71,857"
12:50:55,"3,636,639","22,034,563","6,439,410","11,728,530","679,160","2,873,771","71,873"
12:51:00,"3,637,490","22,028,012","6,441,358","11,703,770","679,363","2,874,374","71,890"
12:51:05,"3,638,149","22,048,957","6,443,008","11,731,616","679,561","2,875,666","71,916"
12:51:10,"3,638,851","22,026,437","6,444,769","11,731,700","679,839","2,877,138","71,943"
12:51:15,"3,639,619","22,060,148","6,446,391","11,713,793","680,035","2,877,604","71,963"
12:51:20,"3,640,539","22,061,097","6,448,307","11,730,652","680,261","2,878,690","71,985"
12:51:25,"3,641,206","22,060,291","6,449,888","11,718,451","680,455","2,879,186","72,003"
12:51:30,"3,641,929","22,058,678","6,451,708","11,731,374","680,633","2,879,684","72,022"
12:51:35,"3,642,536","22,056,834","6,453,371","11,740,224","680,880","2,880,373","72,048"
12:51:40,"3,643,056","22,062,374","6,454,973","11,732,176","681,055","2,880,995","72,065"
12:51:45,"3,643,785","22,055,526","6,456,802","11,745,169","681,297","2,881,685","72,086"
12:51:50,"3,644,936","22,069,552","6,458,918","11,734,460","681,521","2,882,175","72,105"
12:51:55,"3,645,882","22,043,784","6,460,865","11,753,968","681,750","2,882,886","72,128"
12:52:00,"3,647,221","22,062,303","6,463,148","11,731,526","681,982","2,883,672","72,149"
12:52:05,"3,648,039","22,044,344","6,465,080","11,728,557","682,181","2,884,122","72,169"
12:52:10,"3,648,832","22,069,754","6,466,861","11,741,184","682,363","2,884,564","72,187"
12:52:15,"3,649,367","22,067,622","6,468,490","11,750,583","682,607","2,885,162","72,203"
12:52:20,"3,649,921","22,071,550","6,470,084","11,736,632","682,836","2,885,828","72,224"
12:52:25,"3,650,694","22,076,362","6,471,940","11,735,877","683,097","2,886,701","72,243"
12:52:30,"3,651,358","22,060,923","6,473,541","11,724,958","683,264","2,887,100","72,255"
12:52:35,"3,651,932","22,064,830","6,475,078","11,742,305","683,420","2,887,514","72,269"
12:52:40,"3,652,521","22,077,615","6,476,589","11,743,753","683,669","2,888,838","72,302"
12:52:45,"3,653,159","22,063,403","6,478,110","11,725,653","683,846","2,889,681","72,320"
12:52:50,"3,653,830","22,014,700","6,479,837","11,705,652","684,083","2,890,587","72,343"
12:52:55,"3,654,826","22,072,126","6,481,785","11,705,047","684,231","2,891,213","72,358"
12:53:00,"3,655,573","22,087,850","6,483,628","11,738,116","684,455","2,892,045","72,376"
12:53:05,"3,656,133","22,093,118","6,485,112","11,720,483","684,622","2,892,625","72,392"
12:53:10,"3,656,960","22,093,552","6,486,865","11,727,706","684,764","2,893,099","72,404"
12:53:15,"3,657,757","22,095,209","6,488,678","11,732,877","684,943","2,893,856","72,425"
12:53:20,"3,658,300","22,098,702","6,490,243","11,741,205","685,111","2,894,228","72,442"
12:53:25,"3,658,937","22,096,393","6,491,996","11,747,872","685,283","2,895,015","72,465"
12:53:30,"3,659,488","22,101,337","6,493,449","11,727,187","685,466","2,895,704","72,481"
12:53:35,"3,660,243","22,088,982","6,495,077","11,735,734","685,668","2,896,286","72,499"
12:53:40,"3,661,035","22,086,708","6,496,961","11,728,641","685,891","2,896,886","72,523"
12:53:45,"3,661,537","22,085,982","6,498,589","11,749,502","686,101","2,897,410","72,541"
12:53:50,"3,662,563","22,084,385","6,500,794","11,732,401","686,353","2,898,187","72,566"
12:53:55,"3,663,604","22,085,932","6,502,793","11,710,592","686,589","2,898,802","72,588"
12:54:00,"3,664,659","22,076,743","6,504,931","11,736,413","686,791","2,899,370","72,612"
12:54:05,"3,665,427","22,088,930","6,506,611","11,718,025","686,998","2,900,373","72,630"
12:54:10,"3,666,159","22,067,576","6,508,195","11,695,662","687,260","2,901,965","72,676"
12:54:15,"3,666,984","22,104,100","6,510,036","11,738,355","687,436","2,902,355","72,695"
12:54:20,"3,667,931","22,086,408","6,511,910","11,717,411","687,636","2,902,972","72,721"
12:54:25,"3,668,918","22,097,247","6,513,894","11,737,824","687,854","2,903,519","72,742"
12:54:30,"3,669,696","22,108,235","6,515,778","11,760,981","688,044","2,904,189","72,759"
12:54:35,"3,670,572","22,077,471","6,517,525","11,725,783","688,209","2,904,827","72,778"
12:54:40,"3,671,245","22,100,428","6,519,226","11,745,690","688,495","2,905,881","72,806"
12:54:45,"3,671,957","22,112,529","6,520,953","11,735,926","688,807","2,906,410","72,823"
12:54:50,"3,672,436","22,119,453","6,522,333","11,744,553","689,108","2,907,282","72,851"
12:54:55,"3,673,094","22,112,823","6,524,030","11,733,467","689,359","2,907,902","72,877"
12:55:00,"3,673,838","22,116,959","6,525,777","11,756,098","689,658","2,908,551","72,928"
12:55:05,"3,674,893","22,104,605","6,527,731","11,709,723","689,874","2,909,700","72,953"
12:55:10,"3,675,650","22,118,354","6,529,446","11,741,214","690,155","2,910,781","72,982"
12:55:15,"3,676,320","22,118,403","6,531,130","11,748,138","690,378","2,911,254","73,004"
12:55:20,"3,676,896","22,120,689","6,532,788","11,757,355","690,589","2,911,966","73,025"
12:55:25,"3,677,868","22,119,951","6,534,757","11,751,054","690,802","2,912,690","73,047"
12:55:30,"3,678,598","22,117,319","6,536,524","11,755,648","691,022","2,913,234","73,066"
12:55:35,"3,679,405","22,123,669","6,538,450","11,763,031","691,237","2,914,730","73,086"
12:55:40,"3,680,472","22,115,111","6,540,546","11,751,242","691,413","2,915,743","73,104"
12:55:45,"3,681,136","22,118,357","6,542,207","11,761,203","691,570","2,916,141","73,116"
12:55:50,"3,681,610","22,124,732","6,543,738","11,772,974","691,785","2,917,051","73,132"
12:55:55,"3,681,954","22,117,755","6,545,319","11,767,987","691,977","2,917,574","73,147"
12:56:00,"3,682,944","22,111,085","6,547,253","11,748,989","692,156","2,917,973","73,170"
12:56:05,"3,683,569","22,110,947","6,548,939","11,749,632","692,371","2,918,548","73,200"
12:56:10,"3,684,226","22,107,622","6,550,616","11,757,584","692,562","2,919,206","73,220"
12:56:15,"3,685,760","22,096,313","6,553,422","11,765,397","692,837","2,919,912","73,253"
12:56:20,"3,686,347","22,095,050","6,554,977","11,772,884","693,017","2,920,439","73,274"
12:56:25,"3,687,519","22,093,923","6,557,188","11,779,788","693,231","2,920,962","73,289"
12:56:30,"3,688,343","22,085,838","6,559,052","11,774,318","693,446","2,921,469","73,308"
12:56:35,"3,689,252","22,097,172","6,560,999","11,784,474","693,640","2,921,999","73,330"
12:56:40,"3,689,913","22,092,506","6,562,673","11,766,027","693,820","2,922,527","73,348"
12:56:45,"3,690,620","22,104,160","6,564,359","11,767,515","694,036","2,923,080","73,365"
12:56:50,"3,691,268","22,094,700","6,566,066","11,765,999","694,216","2,923,691","73,381"
12:56:55,"3,692,164","22,101,514","6,567,986","11,764,838","694,390","2,924,105","73,396"
12:57:00,"3,693,276","22,084,453","6,570,170","11,748,757","694,610","2,924,629","73,419"
12:57:05,"3,693,942","22,094,295","6,571,892","11,790,147","694,799","2,926,096","73,444"
12:57:10,"3,694,673","22,093,838","6,573,669","11,783,126","695,014","2,926,627","73,463"
12:57:15,"3,695,829","22,100,128","6,575,868","11,794,421","695,229","2,927,293","73,481"
12:57:20,"3,696,877","22,092,973","6,577,974","11,785,192","695,497","2,927,952","73,504"
12:57:25,"3,697,736","22,088,343","6,579,841","11,783,561","695,693","2,928,418","73,520"
12:57:30,"3,698,465","22,102,133","6,581,624","11,787,742","695,840","2,928,843","73,539"
12:57:35,"3,699,028","22,090,187","6,583,260","11,787,960","696,029","2,929,942","73,559"
12:57:40,"3,699,592","22,115,400","6,584,748","11,789,663","696,179","2,930,689","73,572"
12:57:45,"3,700,415","22,107,009","6,586,689","11,771,150","696,388","2,931,292","73,592"
12:57:50,"3,701,351","22,107,881","6,588,793","11,789,026","696,679","2,932,324","73,614"
12:57:55,"3,702,141","22,109,287","6,590,545","11,799,336","696,863","2,932,709","73,628"
12:58:00,"3,702,609","22,096,296","6,591,927","11,777,412","697,058","2,933,868","73,649"
12:58:05,"3,704,190","22,076,119","6,594,527","11,763,468","697,310","2,934,833","73,676"
12:58:10,"3,705,405","22,103,176","6,596,964","11,762,961","697,530","2,935,622","73,702"
12:58:15,"3,706,222","22,115,351","6,598,815","11,793,103","697,738","2,936,191","73,720"
12:58:20,"3,706,780","22,126,320","6,600,488","11,802,259","697,951","2,936,753","73,735"
12:58:25,"3,707,843","22,118,871","6,602,518","11,774,476","698,203","2,938,395","73,780"
12:58:30,"3,708,916","22,093,737","6,604,837","11,783,673","698,423","2,938,998","73,803"
12:58:35,"3,710,144","22,087,559","6,607,225","11,771,278","698,616","2,939,614","73,823"
12:58:40,"3,710,813","22,113,131","6,608,937","11,775,379","698,786","2,940,426","73,838"
12:58:45,"3,711,436","22,118,941","6,610,601","11,783,865","698,952","2,940,892","73,852"
12:58:50,"3,711,973","22,121,163","6,612,155","11,790,757","699,218","2,941,581","73,879"
12:58:55,"3,712,929","22,119,966","6,614,240","11,772,442","699,428","2,942,182","73,903"
12:59:00,"3,713,409","22,120,999","6,615,824","11,795,105","699,667","2,942,825","73,921"
12:59:05,"3,714,912","22,114,203","6,618,464","11,783,734","699,868","2,943,590","73,938"
12:59:10,"3,715,731","22,112,768","6,620,107","11,786,334","700,077","2,944,341","73,959"
12:59:15,"3,716,440","22,111,849","6,622,048","11,786,865","700,260","2,945,175","73,975"
12:59:20,"3,717,088","22,112,960","6,623,965","11,803,290","700,425","2,945,819","73,996"
12:59:25,"3,717,957","22,108,173","6,626,090","11,796,432","700,654","2,946,906","74,020"
12:59:30,"3,718,610","22,117,729","6,627,650","11,789,882","700,849","2,947,321","74,034"
12:59:35,"3,719,317","22,110,917","6,629,396","11,804,949","701,058","2,948,033","74,052"
12:59:40,"3,720,168","22,116,735","6,631,386","11,811,957","701,299","2,948,823","74,077"
12:59:45,"3,720,800","22,119,715","6,633,177","11,797,685","701,482","2,949,502","74,100"
12:59:50,"3,722,203","22,109,513","6,635,642","11,787,254","701,681","2,950,364","74,118"
12:59:55,"3,723,173","22,114,260","6,637,802","11,817,464","701,854","2,951,102","74,137"
13:00:00,"3,723,871","22,121,245","6,639,852","11,824,861","702,075","2,951,986","74,164"
13:00:05,"3,725,469","22,117,544","6,642,528","11,812,769","702,322","2,952,629","74,185"
13:00:10,"3,726,475","22,116,010","6,644,662","11,797,303","702,503","2,953,810","74,208"
13:00:15,"3,727,352","22,122,625","6,646,667","11,813,898","702,659","2,954,446","74,220"
13:00:20,"3,728,170","22,118,872","6,648,480","11,805,808","702,856","2,955,075","74,235"
13:00:25,"3,728,764","22,130,753","6,650,260","11,832,658","703,056","2,955,595","74,254"
13:00:30,"3,729,488","22,128,919","6,652,106","11,825,275","703,290","2,956,125","74,274"
13:00:35,"3,730,218","22,135,337","6,654,009","11,834,135","703,562","2,957,398","74,303"
13:00:40,"3,731,212","22,126,749","6,656,095","11,822,828","703,801","2,958,254","74,330"
13:00:45,"3,731,881","22,133,654","6,658,019","11,806,232","704,001","2,958,729","74,345"
13:00:50,"3,732,819","22,132,761","6,659,965","11,819,700","704,218","2,959,458","74,363"
13:00:55,"3,733,876","22,118,582","6,661,860","11,794,491","704,460","2,960,258","74,385"
13:01:00,"3,734,800","22,122,723","6,663,762","11,814,941","704,644","2,960,829","74,402"
13:01:05,"3,735,734","22,116,407","6,665,817","11,835,830","704,859","2,961,895","74,424"
13:01:10,"3,736,696","22,118,764","6,667,833","11,838,824","705,123","2,963,049","74,455"
13:01:15,"3,737,292","22,117,137","6,669,485","11,820,360","705,306","2,963,963","74,473"
13:01:20,"3,738,053","22,107,264","6,671,394","11,825,685","705,497","2,964,525","74,492"
13:01:25,"3,739,151","22,123,585","6,673,496","11,836,538","705,756","2,965,328","74,520"
13:01:30,"3,741,048","22,114,867","6,676,411","11,797,963","705,998","2,966,140","74,543"
13:01:35,"3,742,588","22,134,234","6,679,084","11,823,103","706,232","2,966,676","74,566"
13:01:40,"3,743,869","22,124,019","6,681,529","11,821,453","706,480","2,967,424","74,585"
13:01:45,"3,744,894","22,124,257","6,683,765","11,811,955","706,701","2,967,972","74,606"
13:01:50,"3,745,679","22,136,820","6,685,740","11,829,539","706,891","2,968,678","74,630"
13:01:55,"3,746,699","22,121,593","6,687,853","11,818,978","707,173","2,969,719","74,660"
13:02:00,"3,747,617","22,139,846","6,689,921","11,832,927","707,590","2,971,136","74,697"
13:02:05,"3,748,721","22,141,536","6,692,144","11,824,340","707,858","2,972,103","74,728"
13:02:10,"3,749,648","22,149,256","6,694,190","11,827,810","708,072","2,973,058","74,747"
13:02:15,"3,750,282","22,159,512","6,696,069","11,836,739","708,331","2,973,758","74,765"
13:02:20,"3,751,386","22,152,687","6,698,279","11,819,593","708,569","2,974,777","74,786"
13:02:25,"3,752,564","22,136,213","6,700,519","11,821,945","708,893","2,976,001","74,820"
13:02:30,"3,753,483","22,143,251","6,702,492","11,815,638","709,141","2,976,601","74,841"
13:02:35,"3,754,305","22,124,180","6,704,552","11,821,288","709,384","2,977,357","74,867"
13:02:40,"3,755,194","22,133,394","6,706,543","11,820,178","709,645","2,978,159","74,894"
13:02:45,"3,756,271","22,109,559","6,708,649","11,808,348","709,894","2,979,174","74,920"
13:02:50,"3,758,022","22,111,732","6,711,613","11,817,047","710,244","2,980,320","74,953"
13:02:55,"3,759,161","22,130,065","6,713,909","11,818,575","710,497","2,981,424","74,981"
13:03:00,"3,760,061","22,120,364","6,716,044","11,808,214","710,693","2,981,890","74,998"
13:03:05,"3,760,919","22,130,682","6,718,164","11,831,554","710,977","2,982,592","75,043"
13:03:10,"3,762,156","22,141,319","6,720,395","11,839,162","711,197","2,984,113","75,067"
13:03:15,"3,763,017","22,135,823","6,722,395","11,841,616","711,402","2,984,643","75,088"
13:03:20,"3,763,659","22,140,579","6,724,224","11,845,098","711,633","2,985,367","75,110"
13:03:25,"3,764,718","22,144,025","6,726,377","11,850,678","711,942","2,986,515","75,138"
13:03:30,"3,765,640","22,146,614","6,728,257","11,833,150","712,143","2,987,298","75,157"
13:03:35,"3,766,312","22,148,750","6,729,944","11,845,305","712,438","2,987,867","75,182"
13:03:40,"3,767,317","22,134,920","6,732,098","11,832,348","712,747","2,988,938","75,213"
13:03:45,"3,768,423","22,130,063","6,734,288","11,809,624","713,006","2,990,194","75,247"
13:03:50,"3,769,546","22,100,684","6,736,673","11,811,477","713,321","2,991,429","75,283"
13:03:55,"3,770,745","22,132,290","6,738,904","11,840,258","713,644","2,992,884","75,325"
13:04:00,"3,771,892","22,131,976","6,741,191","11,826,920","714,017","2,994,503","75,360"
13:04:05,"3,773,371","22,122,283","6,743,743","11,811,980","714,311","2,996,521","75,396"
13:04:10,"3,774,631","22,124,950","6,746,200","11,831,278","714,569","2,997,723","75,422"
13:04:15,"3,775,667","22,130,059","6,748,456","11,860,069","714,912","2,999,821","75,459"
13:04:20,"3,776,719","22,066,204","6,750,758","11,814,975","715,123","3,000,790","75,484"
13:04:25,"3,777,509","22,093,022","6,752,712","11,823,259","715,362","3,001,467","75,510"
13:04:30,"3,778,493","22,095,890","6,755,138","11,820,945","715,723","3,002,850","75,550"
13:04:35,"3,779,381","22,094,132","6,757,243","11,830,462","715,920","3,003,453","75,566"
13:04:40,"3,780,725","22,080,575","6,759,767","11,830,323","716,122","3,004,181","75,585"
13:04:45,"3,781,565","22,090,340","6,761,881","11,847,665","716,415","3,005,588","75,608"
13:04:50,"3,783,069","22,112,935","6,764,578","11,846,493","716,705","3,006,319","75,638"
13:04:55,"3,784,022","22,119,446","6,766,754","11,876,968","716,995","3,007,217","75,660"
13:05:00,"3,785,002","22,124,710","6,768,881","11,870,852","717,304","3,008,333","75,689"
13:05:05,"3,785,801","22,129,279","6,770,967","11,891,053","717,575","3,009,106","75,717"
13:05:10,"3,786,830","22,120,718","6,773,059","11,877,094","717,872","3,010,761","75,748"
13:05:15,"3,788,285","22,125,477","6,775,672","11,887,845","718,132","3,011,953","75,770"
13:05:20,"3,789,264","22,133,186","6,777,685","11,868,789","718,461","3,012,755","75,799"
13:05:25,"3,790,382","22,133,769","6,779,986","11,852,236","718,841","3,014,009","75,833"
13:05:30,"3,791,706","22,132,363","6,782,534","11,859,822","719,155","3,015,078","75,860"
13:05:35,"3,793,202","22,113,331","6,785,236","11,856,972","719,459","3,015,881","75,888"
13:05:40,"3,794,076","22,123,676","6,787,328","11,862,866","719,865","3,017,118","75,929"
13:05:45,"3,795,160","22,121,215","6,789,667","11,852,816","720,113","3,017,774","75,955"
13:05:50,"3,795,885","22,112,090","6,791,648","11,867,018","720,353","3,018,955","75,979"
13:05:55,"3,797,193","22,109,352","6,794,295","11,868,534","720,694","3,019,933","76,009"
13:06:00,"3,798,360","22,104,448","6,796,683","11,866,156","720,963","3,020,897","76,031"
13:06:05,"3,799,226","22,107,282","6,798,803","11,882,149","721,280","3,022,171","76,060"
13:06:10,"3,800,270","22,104,041","6,801,167","11,866,998","721,614","3,023,365","76,098"
13:06:15,"3,801,057","22,105,247","6,803,055","11,867,061","721,906","3,024,528","76,129"
13:06:20,"3,801,685","22,129,588","6,804,860","11,865,704","722,199","3,025,301","76,159"
13:06:25,"3,803,138","22,129,019","6,807,425","11,860,249","722,525","3,027,105","76,184"
13:06:30,"3,804,296","22,117,294","6,809,786","11,857,029","722,896","3,028,268","76,219"
13:06:35,"3,805,388","22,125,593","6,811,902","11,847,162","723,163","3,029,211","76,244"
13:06:40,"3,806,081","22,131,314","6,813,750","11,858,758","723,478","3,030,725","76,273"
13:06:45,"3,807,248","22,115,873","6,815,977","11,835,867","723,822","3,032,575","76,308"
13:06:50,"3,808,136","22,120,674","6,818,042","11,844,612","724,116","3,033,540","76,341"
13:06:55,"3,808,940","22,131,835","6,819,994","11,843,961","724,377","3,034,609","76,396"
13:07:00,"3,809,841","22,131,904","6,822,160","11,843,511","724,661","3,035,901","76,424"
13:07:05,"3,810,782","22,141,641","6,824,283","11,830,134","724,985","3,037,570","76,458"
13:07:10,"3,812,003","22,132,105","6,826,489","11,840,303","725,315","3,038,599","76,497"
13:07:15,"3,813,064","22,131,265","6,828,822","11,851,470","725,626","3,040,110","76,532"
13:07:20,"3,814,404","22,128,777","6,831,294","11,845,384","725,876","3,040,847","76,554"
13:07:25,"3,815,390","22,130,488","6,833,643","11,849,393","726,280","3,042,820","76,601"
13:07:30,"3,816,706","22,117,117","6,836,230","11,853,734","726,605","3,043,836","76,633"
13:07:35,"3,818,252","22,122,016","6,838,885","11,854,925","726,887","3,044,924","76,667"
13:07:40,"3,819,132","22,139,937","6,841,143","11,870,675","727,269","3,046,036","76,700"
13:07:45,"3,820,109","22,138,835","6,843,284","11,884,411","727,551","3,047,027","76,740"
13:07:50,"3,821,361","22,117,507","6,845,808","11,856,702","727,845","3,047,858","76,773"
13:07:55,"3,822,240","22,140,529","6,847,877","11,874,210","728,168","3,049,066","76,803"
13:08:00,"3,823,180","22,151,630","6,850,154","11,896,535","728,545","3,050,733","76,848"
13:08:05,"3,824,633","22,152,736","6,852,717","11,875,551","728,860","3,051,881","76,877"
13:08:10,"3,826,143","22,145,167","6,855,416","11,877,536","729,132","3,052,924","76,907"
13:08:15,"3,827,419","22,149,201","6,857,868","11,857,521","729,428","3,053,720","76,939"
13:08:20,"3,828,774","22,135,824","6,860,540","11,865,293","729,818","3,054,801","76,979"
13:08:25,"3,830,426","22,142,244","6,863,504","11,867,452","730,103","3,056,227","77,007"
13:08:30,"3,831,517","22,085,541","6,865,851","11,850,075","730,410","3,057,004","77,034"
13:08:35,"3,833,175","22,146,352","6,868,688","11,884,571","730,841","3,058,889","77,083"
13:08:40,"3,834,284","22,124,697","6,871,101","11,854,377","731,130","3,059,895","77,114"
13:08:45,"3,835,739","22,145,928","6,873,749","11,841,895","731,450","3,061,522","77,150"
13:08:50,"3,836,713","22,153,749","6,876,127","11,864,175","731,760","3,063,297","77,177"
13:08:55,"3,837,991","22,159,249","6,878,590","11,886,905","732,163","3,064,776","77,220"
13:09:00,"3,839,291","22,148,916","6,881,292","11,903,096","732,467","3,065,811","77,244"
13:09:05,"3,841,159","22,154,430","6,884,303","11,870,209","732,774","3,067,060","77,281"
13:09:10,"3,842,574","22,153,065","6,887,138","11,883,114","733,067","3,068,551","77,311"
13:09:15,"3,844,127","22,168,481","6,889,940","11,898,743","733,381","3,069,386","77,338"
13:09:20,"3,845,316","22,167,604","6,892,409","11,898,323","733,766","3,071,130","77,390"
13:09:25,"3,846,484","22,165,096","6,894,862","11,893,297","734,197","3,072,246","77,435"
13:09:30,"3,847,922","22,166,064","6,897,560","11,884,924","734,534","3,073,302","77,470"
13:09:35,"3,848,969","22,179,575","6,899,694","11,904,824","734,832","3,074,262","77,501"
13:09:40,"3,849,749","22,183,200","6,901,680","11,907,347","735,154","3,075,634","77,532"
13:09:45,"3,850,714","22,190,669","6,903,768","11,898,124","735,496","3,077,014","77,561"
13:09:50,"3,851,516","22,189,036","6,905,821","11,897,454","735,835","3,077,747","77,592"
13:09:55,"3,852,430","22,194,687","6,908,022","11,900,817","736,111","3,078,524","77,615"
13:10:00,"3,853,342","22,188,555","6,910,016","11,879,719","736,436","3,079,729","77,655"
13:10:05,"3,854,824","22,088,050","6,913,271","11,725,049","736,817","3,081,414","77,693"
13:10:10,"3,856,849","22,181,744","6,916,688","11,773,070","737,197","3,082,858","77,736"
13:10:15,"3,858,307","22,193,791","6,919,487","11,784,195","737,568","3,084,027","77,774"
13:10:20,"3,859,869","22,179,505","6,922,211","11,787,010","737,930","3,085,330","77,812"
13:10:25,"3,860,853","22,189,409","6,924,376","11,778,974","738,189","3,086,013","77,835"
13:10:30,"3,861,986","22,185,966","6,926,744","11,794,949","738,470","3,086,896","77,866"
13:10:35,"3,863,109","22,198,913","6,929,108","11,816,161","738,771","3,087,752","77,896"
13:10:40,"3,864,500","22,172,932","6,931,829","11,786,325","739,179","3,089,045","77,939"
13:10:45,"3,865,261","22,197,429","6,933,846","11,810,495","739,460","3,089,694","77,962"
13:10:50,"3,866,365","22,199,467","6,936,182","11,788,823","739,715","3,090,330","77,992"
13:10:55,"3,867,413","22,190,944","6,938,343","11,782,471","740,095","3,091,623","78,027"
13:11:00,"3,868,507","22,198,516","6,940,574","11,764,686","740,407","3,092,792","78,053"
13:11:05,"3,869,822","22,195,413","6,942,988","11,761,720","740,720","3,094,111","78,083"
13:11:10,"3,870,986","22,208,925","6,945,365","11,776,277","741,019","3,095,583","78,115"
13:11:15,"3,872,059","22,202,197","6,947,591","11,770,239","741,390","3,096,750","78,148"
13:11:20,"3,873,182","22,185,322","6,949,993","11,782,521","741,703","3,097,905","78,180"
13:11:25,"3,874,545","22,201,504","6,952,488","11,775,502","742,261","3,099,485","78,242"
13:11:30,"3,876,311","22,192,567","6,955,384","11,778,752","742,636","3,101,231","78,280"
13:11:35,"3,878,033","22,185,438","6,958,243","11,772,749","743,013","3,103,134","78,314"
13:11:40,"3,879,100","22,218,559","6,960,686","11,774,256","743,410","3,104,267","78,353"
13:11:45,"3,881,108","22,209,078","6,963,953","11,763,822","743,810","3,105,380","78,406"
13:11:50,"3,882,844","22,210,494","6,966,904","11,777,129","744,177","3,106,435","78,446"
13:11:55,"3,884,324","22,209,846","6,969,527","11,761,919","744,514","3,107,764","78,476"
13:12:00,"3,885,815","22,217,208","6,972,239","11,745,946","745,090","3,109,709","78,521"
13:12:05,"3,886,638","22,227,237","6,974,294","11,750,865","745,491","3,110,865","78,557"
13:12:10,"3,887,721","22,220,217","6,976,628","11,761,695","745,925","3,112,488","78,592"
13:12:15,"3,888,493","22,220,628","6,978,815","11,779,271","746,206","3,113,559","78,615"
13:12:20,"3,889,666","22,221,700","6,981,252","11,794,454","746,712","3,115,670","78,659"
13:12:25,"3,890,746","22,217,586","6,983,576","11,773,392","747,028","3,116,552","78,682"
13:12:30,"3,892,319","22,202,850","6,986,585","11,787,386","747,343","3,117,917","78,721"
13:12:35,"3,893,511","22,237,996","6,988,944","11,792,719","747,668","3,118,671","78,754"
13:12:40,"3,894,669","22,237,584","6,991,327","11,791,614","748,180","3,120,297","78,791"
