"","CATE","bedrooms","halls","AREA","floor","subway","school","price","LONG","LAT","NAME","DISTRICT"
"8483","dongcheng",2,1,68.23,"middle",1,1,109190,116.4346202,39.93150705,"南弓匠营胡同","朝阳门内"
"8484","dongcheng",2,1,80.48,"middle",1,1,96919,116.4346202,39.93150705,"南弓匠营胡同","朝阳门内"
"8485","dongcheng",4,2,125,"high",1,1,73600,116.4346202,39.93150705,"南弓匠营胡同","朝阳门内"
"8486","fengtai",2,2,102,"high",0,0,24020,116.1629648,39.80949698,"南宫雅苑二期","丰台其它"
"8487","fengtai",3,1,151,"high",0,0,21855,116.1629648,39.80949698,"南宫雅苑二期","丰台其它"
"8488","fengtai",3,1,151,"high",0,0,21722,116.1629648,39.80949698,"南宫雅苑二期","丰台其它"
"8489","fengtai",4,1,152,"high",0,0,20395,116.1629648,39.80949698,"南宫雅苑二期","丰台其它"
"8490","dongcheng",3,0,71,"high",0,1,80000,116.4131846,39.91688499,"南河沿","东单"
"8495","chaoyang",2,1,61.32,"low",1,0,66863,116.4701649,40.00602815,"南湖东园二区","望京"
"8496","chaoyang",2,1,62.06,"middle",1,0,66066,116.4701649,40.00602815,"南湖东园二区","望京"
"8497","chaoyang",2,1,62.17,"middle",1,0,65144,116.4701649,40.00602815,"南湖东园二区","望京"
"8498","chaoyang",2,1,62.64,"middle",1,0,64656,116.4701649,40.00602815,"南湖东园二区","望京"
"8499","chaoyang",2,1,63.34,"middle",1,0,60784,116.4701649,40.00602815,"南湖东园二区","望京"
"8500","chaoyang",3,1,79,"middle",1,0,59494,116.4701649,40.00602815,"南湖东园二区","望京"
"8501","chaoyang",2,1,62,"middle",1,0,59355,116.4701649,40.00602815,"南湖东园二区","望京"
"8502","chaoyang",3,1,85,"high",1,0,55883,116.4701649,40.00602815,"南湖东园二区","望京"
"8503","chaoyang",3,1,85.55,"low",1,0,54939,116.4701649,40.00602815,"南湖东园二区","望京"
"8504","chaoyang",3,1,82.73,"low",1,1,50768,116.4701649,40.00602815,"南湖东园二区","望京"
"8505","chaoyang",1,1,65,"low",1,0,41231,116.4701649,40.00602815,"南湖东园二区","望京"
"8506","chaoyang",2,1,81.72,"middle",1,0,57514,116.4739471,40.00850011,"南湖东园一区","望京"
"8507","chaoyang",2,2,96,"high",1,0,50000,116.4739471,40.00850011,"南湖东园一区","望京"
"8508","chaoyang",2,2,82,"middle",1,0,48537,116.4739471,40.00850011,"南湖东园一区","望京"
"8509","chaoyang",2,2,97.5,"low",1,0,46667,116.4739471,40.00850011,"南湖东园一区","望京"
"8510","chaoyang",3,2,107,"middle",1,0,46262,116.4739471,40.00850011,"南湖东园一区","望京"
"8511","chaoyang",2,2,124,"low",1,0,45565,116.4739471,40.00850011,"南湖东园一区","望京"
"8512","chaoyang",2,2,95.5,"middle",1,0,45550,116.4739471,40.00850011,"南湖东园一区","望京"
"8513","chaoyang",2,2,126.9,"low",1,0,38456,116.4739471,40.00850011,"南湖东园一区","望京"
"8514","chaoyang",4,2,192.76,"low",1,0,59660,116.4680935,40.00993347,"南湖佳苑","望京"
"8515","chaoyang",2,1,54.4,"middle",1,0,50552,116.4619372,39.9971237,"南湖渠西里","望京"
"8516","chaoyang",2,1,68,"middle",1,0,47059,116.4619372,39.9971237,"南湖渠西里","望京"
"8517","chaoyang",2,1,64.88,"low",1,0,45007,116.4619372,39.9971237,"南湖渠西里","望京"
"8518","chaoyang",1,1,53.78,"high",1,0,57643,116.466939,40.00641921,"南湖中园二区","望京"
"8519","chaoyang",2,1,68,"middle",1,0,55883,116.466939,40.00641921,"南湖中园二区","望京"
"8520","chaoyang",2,1,70,"middle",1,0,55000,116.466939,40.00641921,"南湖中园二区","望京"
"8521","chaoyang",3,1,82.7,"middle",1,0,54414,116.466939,40.00641921,"南湖中园二区","望京"
"8522","chaoyang",2,1,68,"middle",1,0,54412,116.466939,40.00641921,"南湖中园二区","望京"
"8523","chaoyang",2,1,70,"middle",1,1,54286,116.466939,40.00641921,"南湖中园二区","望京"
"8524","chaoyang",2,1,70.11,"high",1,0,52062,116.466939,40.00641921,"南湖中园二区","望京"
"8525","chaoyang",2,1,68.87,"middle",1,0,51547,116.466939,40.00641921,"南湖中园二区","望京"
"8526","chaoyang",2,1,70,"middle",1,0,51429,116.466939,40.00641921,"南湖中园二区","望京"
"8527","chaoyang",3,1,103.85,"high",1,0,47184,116.466939,40.00641921,"南湖中园二区","望京"
"8528","chaoyang",3,1,107,"high",1,0,43926,116.466939,40.00641921,"南湖中园二区","望京"
"8529","chaoyang",2,1,74.85,"low",1,0,52773,116.4664493,40.00930561,"南湖中园一区","望京"
"8530","chaoyang",2,1,75.06,"low",1,0,52625,116.4664493,40.00930561,"南湖中园一区","望京"
"8531","chaoyang",2,1,73.65,"middle",1,0,52275,116.4664493,40.00930561,"南湖中园一区","望京"
"8532","chaoyang",3,1,95.95,"low",1,0,51069,116.4664493,40.00930561,"南湖中园一区","望京"
"8533","chaoyang",3,2,120.29,"high",1,0,47386,116.4664493,40.00930561,"南湖中园一区","望京"
"8534","xicheng",2,1,60,"high",1,1,75000,116.3916998,39.88733685,"南华东街","陶然亭"
"8535","fengtai",4,2,117.4,"high",1,0,40886,116.3844108,39.84532114,"南华小区","马家堡"
"8536","fengtai",2,1,73,"high",1,0,36302,116.3844108,39.84532114,"南华小区","马家堡"
"8537","fengtai",2,1,73,"middle",1,0,34932,116.3844108,39.84532114,"南华小区","马家堡"
"8538","fengtai",2,1,95,"high",1,0,33685,116.3844108,39.84532114,"南华小区","马家堡"
"8539","fengtai",2,2,92.84,"high",1,0,32314,116.3844108,39.84532114,"南华小区","马家堡"
"8540","fengtai",2,1,83.49,"low",1,0,35334,116.4596527,39.92834651,"南极星","科技园区"
"8541","fengtai",2,1,87.41,"low",1,0,34322,116.4596527,39.92834651,"南极星","科技园区"
"8542","fengtai",2,1,40.88,"low",1,0,44276,116.2908718,39.8473687,"南开地","看丹桥"
"8543","fengtai",1,1,38.32,"middle",0,0,36535,116.2857078,39.84601066,"南开西里","看丹桥"
"8544","fengtai",2,1,54.22,"middle",1,0,33199,116.2857078,39.84601066,"南开西里","看丹桥"
"8545","fengtai",3,1,69.05,"high",0,0,28965,116.2857078,39.84601066,"南开西里","看丹桥"
"8546","xicheng",3,1,69.9,"high",1,1,82690,116.3600474,39.92145863,"南礼士路","月坛"
"8547","xicheng",2,1,80.18,"middle",1,1,81068,116.3600474,39.92145863,"南礼士路","月坛"
"8548","xicheng",3,1,69.7,"high",1,1,78910,116.3600474,39.92145863,"南礼士路","月坛"
"8549","xicheng",2,1,86.32,"high",1,1,73564,116.3600474,39.92145863,"南礼士路","月坛"
"8550","xicheng",3,0,101,"low",0,1,70000,116.359316,39.92876608,"南礼士路甲1号","月坛"
"8551","xicheng",2,1,56.1,"middle",1,1,95009,116.3611582,39.91556071,"南礼士路甲62号院","月坛"
"8552","xicheng",2,1,57.3,"high",1,1,95987,116.358581,39.91863858,"南礼士路三条北里","月坛"
"8553","xicheng",3,1,72.3,"middle",1,1,87829,116.358581,39.91863858,"南礼士路三条北里","月坛"
"8554","xicheng",2,1,57.3,"low",1,1,84992,116.358581,39.91863858,"南礼士路三条北里","月坛"
"8555","xicheng",2,1,58.4,"middle",1,1,81850,116.358581,39.91863858,"南礼士路三条北里","月坛"
"8557","xicheng",1,1,56,"low",1,1,89286,116.3579687,39.91688669,"南礼士路三条南里","月坛"
"8558","xicheng",2,1,98.42,"middle",1,1,85349,116.3579687,39.91688669,"南礼士路三条南里","月坛"
"8565","dongcheng",2,1,41.85,"high",1,1,121864,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8566","dongcheng",2,1,67.7,"middle",1,1,109306,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8567","dongcheng",2,1,67.63,"middle",1,1,108680,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8568","dongcheng",2,1,70.83,"high",1,1,107300,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8569","dongcheng",2,1,70.83,"high",1,1,98829,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8570","dongcheng",4,2,117.1,"high",1,1,81982,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8571","dongcheng",4,2,117,"high",1,1,81197,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8572","dongcheng",4,2,127.54,"high",1,1,72135,116.437256,39.93532931,"南门仓胡同","朝阳门内"
"8573","fengtai",2,1,72.06,"middle",1,0,37469,116.4099988,39.86114663,"南木樨园","木樨园"
"8574","fengtai",3,1,72.1,"middle",1,0,37448,116.4099988,39.86114663,"南木樨园","木樨园"
"8575","fengtai",2,1,87.22,"high",1,0,36689,116.4099988,39.86114663,"南木樨园","木樨园"
"8576","fengtai",3,1,71.22,"middle",0,0,36507,116.4099988,39.86114663,"南木樨园","木樨园"
"8577","fengtai",2,1,72.66,"middle",1,0,35371,116.4099988,39.86114663,"南木樨园","木樨园"
"8578","fengtai",2,1,72.66,"middle",1,0,35095,116.4099988,39.86114663,"南木樨园","木樨园"
"8579","fengtai",2,1,62.3,"middle",1,0,33708,116.4099988,39.86114663,"南木樨园","木樨园"
"8580","fengtai",2,0,57,"high",1,0,33334,116.4099988,39.86114663,"南木樨园","木樨园"
"8581","fengtai",3,1,72.17,"high",1,0,33255,116.4099988,39.86114663,"南木樨园","木樨园"
"8582","chaoyang",3,1,103,"high",0,0,23301,116.6062136,40.05079368,"南平东里","首都机场"
"8583","chaoyang",2,1,56.39,"middle",0,0,26601,116.6023432,40.05053678,"南平里","首都机场"
"8584","chaoyang",2,1,66.45,"middle",0,0,25885,116.6023432,40.05053678,"南平里","首都机场"
"8585","chaoyang",2,1,58.19,"high",0,0,25434,116.6023432,40.05053678,"南平里","首都机场"
"8586","chaoyang",2,1,62,"middle",0,0,25162,116.6023432,40.05053678,"南平里","首都机场"
"8587","chaoyang",3,1,82.57,"middle",0,0,23011,116.6023432,40.05053678,"南平里","首都机场"
"8588","fengtai",3,1,81,"high",1,0,40741,116.4380555,39.86515359,"南三环东路","刘家窑"
"8589","fengtai",2,1,68.51,"low",1,0,37367,116.4380555,39.86515359,"南三环东路","刘家窑"
"8590","fengtai",2,1,73,"middle",1,0,35617,116.4380555,39.86515359,"南三环东路","刘家窑"
"8591","fengtai",2,0,59.1,"high",1,0,40610,116.4050504,39.86285392,"南三环中路","刘家窑"
"8592","fengtai",2,1,61.9,"high",1,0,38773,116.4050504,39.86285392,"南三环中路","刘家窑"
"8593","fengtai",3,1,98.94,"low",1,0,37397,116.4050504,39.86285392,"南三环中路","刘家窑"
"8594","fengtai",1,1,40.3,"low",1,0,37221,116.4050504,39.86285392,"南三环中路","刘家窑"
"8595","fengtai",2,1,63.6,"low",1,0,36164,116.4050504,39.86285392,"南三环中路","刘家窑"
"8596","fengtai",3,2,121.37,"middle",1,0,32958,116.4050504,39.86285392,"南三环中路","刘家窑"
"8597","fengtai",2,2,121.25,"low",1,0,31341,116.4050504,39.86285392,"南三环中路","刘家窑"
"8598","fengtai",1,1,39.59,"high",1,0,42435,116.4243208,39.86489557,"南三环中路15号院","蒲黄榆"
"8599","fengtai",3,1,75,"middle",1,0,42000,116.4243208,39.86489557,"南三环中路15号院","蒲黄榆"
"8600","fengtai",2,1,68.4,"middle",1,0,39474,116.4243208,39.86489557,"南三环中路15号院","蒲黄榆"
"8601","fengtai",2,1,59.5,"middle",1,0,41177,116.419495,39.86386408,"南三环中路59号","木樨园"
"8602","dongcheng",2,1,47.7,"low",1,0,48847,116.4191109,39.86380517,"南三环中路61号院","木樨园"
"8603","fengtai",2,1,56.5,"low",1,0,61947,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8604","fengtai",2,1,60.3,"middle",1,0,44777,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8605","fengtai",2,1,60,"middle",1,0,41667,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8606","fengtai",3,1,100.68,"low",1,0,41220,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8607","fengtai",2,1,60,"high",1,0,40834,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8608","fengtai",1,1,53.8,"low",1,0,39963,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8609","fengtai",2,1,60.4,"high",1,0,39404,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8610","fengtai",2,1,75.34,"middle",1,0,37829,116.3922216,39.86480937,"南三环中路71号院","洋桥"
"8611","chaoyang",1,1,36.98,"low",1,0,70309,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8612","chaoyang",3,1,78.21,"middle",1,0,62013,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8613","chaoyang",2,1,52.85,"high",1,0,60549,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8614","chaoyang",1,1,41.55,"high",1,0,59688,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8615","chaoyang",2,1,62.3,"low",1,0,59391,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8616","chaoyang",1,1,48.34,"middle",1,0,58544,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8617","chaoyang",2,1,71.95,"high",1,0,58374,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8618","chaoyang",3,1,103.19,"high",1,0,52913,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8619","chaoyang",2,1,67.81,"middle",1,0,52353,116.3859595,40.00546241,"南沙滩小区","南沙滩"
"8629","chaoyang",2,1,57.77,"middle",1,0,40679,116.4963766,39.96479244,"南十里居10号院","酒仙桥"
"8630","dongcheng",3,1,75,"low",1,1,77334,116.4385596,39.92664302,"南水关","广渠门"
"8631","dongcheng",2,1,49.7,"high",1,1,70423,116.4385596,39.92664302,"南水关","广渠门"
"8632","dongcheng",2,1,59,"high",1,1,64407,116.4385596,39.92664302,"南水关","广渠门"
"8633","dongcheng",3,1,68,"middle",1,1,60295,116.4385596,39.92664302,"南水关","广渠门"
"8634","dongcheng",3,1,102.9,"high",1,1,60253,116.4385596,39.92664302,"南水关","广渠门"
"8635","fengtai",2,1,68,"middle",1,0,38236,116.3755315,39.81284194,"南庭新苑北区","新宫"
"8636","fengtai",2,1,68,"low",1,0,36030,116.3755315,39.81284194,"南庭新苑北区","新宫"
"8637","fengtai",2,1,59,"low",1,0,35594,116.3755315,39.81284194,"南庭新苑北区","新宫"
"8638","fengtai",2,1,61.74,"high",1,0,34014,116.3755315,39.81284194,"南庭新苑北区","新宫"
"8639","xicheng",2,1,66.45,"high",1,1,82769,116.3981674,39.88700275,"南纬路","陶然亭"
"8640","xicheng",2,1,53.04,"middle",0,1,86727,116.401101,39.8870114,"南纬路2号院","陶然亭"
"8641","xicheng",2,1,50.7,"middle",0,1,85799,116.401101,39.8870114,"南纬路2号院","陶然亭"
"8642","xicheng",2,1,57.25,"low",0,1,83843,116.401101,39.8870114,"南纬路2号院","陶然亭"
"8643","xicheng",3,1,78.63,"high",0,1,80123,116.401101,39.8870114,"南纬路2号院","陶然亭"
"8644","xicheng",3,1,62.08,"high",0,1,77320,116.401101,39.8870114,"南纬路2号院","陶然亭"
"8645","xicheng",2,1,70.21,"high",1,0,74064,116.3961532,39.88711554,"南纬路37号院","陶然亭"
"8646","fengtai",1,0,48.67,"high",0,0,36984,116.4083553,39.86261232,"南曦大厦","木樨园"
"8647","fengtai",2,1,110.3,"middle",0,0,34452,116.4083553,39.86261232,"南曦大厦","木樨园"
"8648","fengtai",2,1,115.88,"high",0,0,34001,116.4083553,39.86261232,"南曦大厦","木樨园"
"8649","fengtai",3,2,148.18,"high",0,0,33743,116.4083553,39.86261232,"南曦大厦","木樨园"
"8650","fengtai",2,1,93,"middle",0,0,33334,116.4083553,39.86261232,"南曦大厦","木樨园"
"8651","fengtai",2,1,110.3,"high",0,0,32185,116.4083553,39.86261232,"南曦大厦","木樨园"
"8652","fengtai",2,2,116,"high",0,0,30604,116.4083553,39.86261232,"南曦大厦","木樨园"
"8653","fengtai",2,1,117.98,"low",0,0,30345,116.4083553,39.86261232,"南曦大厦","木樨园"
"8654","fengtai",2,1,115.69,"middle",0,0,30254,116.4083553,39.86261232,"南曦大厦","木樨园"
"8655","fengtai",2,2,117.98,"low",0,0,29582,116.4083553,39.86261232,"南曦大厦","木樨园"
"8656","fengtai",3,2,139.23,"low",0,0,28730,116.4083553,39.86261232,"南曦大厦","木樨园"
"8657","xicheng",3,1,136,"middle",1,0,63236,116.3597351,39.89173465,"南线阁35号院","牛街"
"8658","xicheng",3,2,120.6,"low",1,0,74627,116.3596887,39.89111026,"南线阁37号院","牛街"
"8659","xicheng",2,1,87.03,"middle",1,0,71815,116.359365,39.89040103,"南线阁39号院","牛街"
"8660","xicheng",3,1,107,"low",1,0,68225,116.3588672,39.88927442,"南线阁41号院","牛街"
"8661","xicheng",2,1,43,"middle",1,0,67442,116.3595687,39.89442303,"南线阁5号院","牛街"
"8662","chaoyang",2,2,79.27,"middle",1,0,46046,116.4733213,39.87627837,"南新园","华威桥"
"8663","chaoyang",2,1,72.33,"high",1,0,45901,116.4733213,39.87627837,"南新园","华威桥"
"8664","chaoyang",2,1,70,"low",1,0,44286,116.4733213,39.87627837,"南新园","华威桥"
"8665","chaoyang",2,1,78.11,"middle",1,0,43273,116.4733213,39.87627837,"南新园","华威桥"
"8666","chaoyang",2,1,74.54,"middle",1,0,42930,116.4733213,39.87627837,"南新园","华威桥"
"8667","chaoyang",3,1,74.89,"middle",1,0,42730,116.4733213,39.87627837,"南新园","华威桥"
"8668","chaoyang",1,1,55.38,"middle",1,0,41532,116.4733213,39.87627837,"南新园","华威桥"
"8669","chaoyang",1,1,50.61,"middle",1,0,39518,116.4733213,39.87627837,"南新园","华威桥"
"8670","chaoyang",2,1,80.43,"high",1,0,38543,116.4733213,39.87627837,"南新园","华威桥"
"8671","fengtai",3,1,79.06,"low",0,0,32887,116.4057289,39.81390767,"南苑北里二区","和义"
"8672","fengtai",2,1,65,"high",0,0,29231,116.4057289,39.81390767,"南苑北里二区","和义"
"8673","fengtai",3,1,88.31,"low",0,0,32273,116.4006769,39.81686741,"南苑北里三区","和义"
"8674","fengtai",2,1,73,"high",0,0,31507,116.4006769,39.81686741,"南苑北里三区","和义"
"8675","fengtai",1,1,47.69,"high",0,0,31454,116.4006769,39.81686741,"南苑北里三区","和义"
"8676","fengtai",3,1,78,"high",0,0,29488,116.4006769,39.81686741,"南苑北里三区","和义"
"8677","fengtai",2,1,62.83,"high",0,0,29286,116.4006769,39.81686741,"南苑北里三区","和义"
"8678","fengtai",2,1,84,"low",0,0,28572,116.4006769,39.81686741,"南苑北里三区","和义"
"8679","fengtai",2,1,61.85,"high",0,0,28295,116.4006769,39.81686741,"南苑北里三区","和义"
"8680","fengtai",3,1,75.51,"high",0,0,27149,116.4006769,39.81686741,"南苑北里三区","和义"
"8681","fengtai",3,2,142,"middle",0,0,24648,116.4006769,39.81686741,"南苑北里三区","和义"
"8682","fengtai",2,1,69.98,"middle",0,0,29295,116.4021217,39.81388227,"南苑北里四区","和义"
"8683","fengtai",2,1,75,"high",0,0,40000,116.4055018,39.81560346,"南苑北里一区","和义"
"8684","fengtai",2,1,76,"high",0,0,28948,116.4055018,39.81560346,"南苑北里一区","和义"
"8685","fengtai",2,1,76.67,"high",0,0,26738,116.4055018,39.81560346,"南苑北里一区","和义"
"8686","xicheng",2,1,60,"middle",1,0,66667,116.3577852,39.88777318,"南运巷","白纸坊"
"8687","xicheng",3,1,75.61,"middle",1,0,64807,116.3577852,39.88777318,"南运巷","白纸坊"
"8688","xicheng",3,1,75.61,"high",1,0,64145,116.3577852,39.88777318,"南运巷","白纸坊"
"8689","xicheng",1,1,44.82,"low",1,0,63811,116.3577852,39.88777318,"南运巷","白纸坊"
"8690","xicheng",3,1,82,"low",1,0,63171,116.3577852,39.88777318,"南运巷","白纸坊"
"8691","xicheng",2,1,76,"middle",1,0,63158,116.3577852,39.88777318,"南运巷","白纸坊"
"8692","xicheng",1,1,54.02,"middle",1,0,62940,116.3577852,39.88777318,"南运巷","白纸坊"
"8693","xicheng",3,1,83.16,"middle",1,0,61929,116.3577852,39.88777318,"南运巷","白纸坊"
"8694","xicheng",3,1,83.49,"low",1,0,60846,116.3577852,39.88777318,"南运巷","白纸坊"
"8695","fengtai",3,1,96.13,"high",1,0,41091,116.3669964,39.85532548,"南珠苑","草桥"
"8696","fengtai",2,1,69.06,"low",1,0,40545,116.3669964,39.85532548,"南珠苑","草桥"
"8697","fengtai",2,1,83.78,"low",1,0,40464,116.3669964,39.85532548,"南珠苑","草桥"
"8698","fengtai",3,1,96.13,"high",1,0,39010,116.3669964,39.85532548,"南珠苑","草桥"
"8699","fengtai",3,1,96.13,"low",1,0,37450,116.3669964,39.85532548,"南珠苑","草桥"
"8700","dongcheng",2,1,65.87,"low",1,1,95643,116.4349131,39.92805224,"南竹杆胡同","朝阳门内"
"8701","dongcheng",2,1,66.08,"high",1,1,86260,116.4349131,39.92805224,"南竹杆胡同","朝阳门内"
"8702","dongcheng",3,1,88.71,"middle",1,1,76655,116.4349131,39.92805224,"南竹杆胡同","朝阳门内"
"8703","fengtai",2,1,60,"low",1,0,40000,116.3052398,39.87026951,"泥洼路5号院","七里庄"
"8704","xicheng",2,1,95.87,"middle",1,0,73016,116.4596527,39.92834651,"牛街18","牛街"
"8705","xicheng",1,1,71.35,"low",1,0,66574,116.4596527,39.92834651,"牛街18","牛街"
"8706","xicheng",1,0,43.78,"high",1,0,65327,116.4596527,39.92834651,"牛街18","牛街"
"8707","xicheng",3,1,128.03,"low",1,0,62486,116.4596527,39.92834651,"牛街18","牛街"
"8708","xicheng",1,1,52.35,"low",1,0,72589,116.3747655,39.89420352,"牛街东里","牛街"
"8709","xicheng",2,1,73.34,"middle",1,0,72267,116.3747655,39.89420352,"牛街东里","牛街"
"8710","xicheng",2,1,73.37,"low",1,0,72237,116.3747655,39.89420352,"牛街东里","牛街"
"8711","xicheng",2,1,73.77,"middle",1,0,71845,116.3747655,39.89420352,"牛街东里","牛街"
"8712","xicheng",2,1,73.37,"middle",1,0,71556,116.3747655,39.89420352,"牛街东里","牛街"
"8713","xicheng",3,1,92.86,"high",1,0,71075,116.3747655,39.89420352,"牛街东里","牛街"
"8714","xicheng",1,1,61.55,"high",1,0,69862,116.3747655,39.89420352,"牛街东里","牛街"
"8715","xicheng",1,1,54.67,"middle",1,0,69508,116.3747655,39.89420352,"牛街东里","牛街"
"8716","xicheng",2,1,73.37,"middle",1,1,68148,116.3747655,39.89420352,"牛街东里","牛街"
"8717","xicheng",1,1,56.98,"middle",1,0,66691,116.3747655,39.89420352,"牛街东里","牛街"
"8718","xicheng",1,1,54.26,"high",1,0,66348,116.3747655,39.89420352,"牛街东里","牛街"
"8719","xicheng",2,1,72.89,"low",1,0,66128,116.3747655,39.89420352,"牛街东里","牛街"
"8720","xicheng",2,1,73.77,"high",1,0,64796,116.3747655,39.89420352,"牛街东里","牛街"
"8721","xicheng",3,1,101,"middle",1,0,64357,116.3747655,39.89420352,"牛街东里","牛街"
"8722","xicheng",2,1,82.63,"middle",1,0,63537,116.3747655,39.89420352,"牛街东里","牛街"
"8723","xicheng",3,1,101,"middle",1,0,62377,116.3747655,39.89420352,"牛街东里","牛街"
"8724","xicheng",3,1,97.18,"middle",1,0,62256,116.3747655,39.89420352,"牛街东里","牛街"
"8725","xicheng",2,1,81.23,"low",1,0,62170,116.3747655,39.89420352,"牛街东里","牛街"
"8726","xicheng",3,1,103,"low",1,0,61166,116.3747655,39.89420352,"牛街东里","牛街"
"8727","xicheng",2,1,85.12,"middle",1,0,58741,116.3747655,39.89420352,"牛街东里","牛街"
"8728","xicheng",2,1,94,"high",1,0,72341,116.3682108,39.89263338,"牛街西里","牛街"
"8729","xicheng",2,1,75.41,"high",1,0,70283,116.3682108,39.89263338,"牛街西里","牛街"
"8730","xicheng",3,1,100,"high",1,0,70000,116.3682108,39.89263338,"牛街西里","牛街"
"8731","xicheng",2,1,73.33,"middle",1,0,69549,116.3682108,39.89263338,"牛街西里","牛街"
"8732","xicheng",1,1,54.97,"middle",1,0,69129,116.3682108,39.89263338,"牛街西里","牛街"
"8733","xicheng",2,1,74,"low",1,0,67568,116.3682108,39.89263338,"牛街西里","牛街"
"8734","xicheng",2,1,74.61,"middle",1,0,67016,116.3682108,39.89263338,"牛街西里","牛街"
"8735","xicheng",2,1,73.14,"low",1,0,65628,116.3682108,39.89263338,"牛街西里","牛街"
"8736","xicheng",2,1,81.15,"high",1,0,65312,116.3682108,39.89263338,"牛街西里","牛街"
"8737","xicheng",2,1,67.58,"low",1,0,65109,116.3682108,39.89263338,"牛街西里","牛街"
"8738","xicheng",1,1,57.67,"middle",1,0,65026,116.3682108,39.89263338,"牛街西里","牛街"
"8739","xicheng",2,1,75.4,"low",1,0,63661,116.3682108,39.89263338,"牛街西里","牛街"
"8740","xicheng",2,1,75.41,"middle",1,0,63653,116.3682108,39.89263338,"牛街西里","牛街"
"8741","xicheng",2,1,81,"high",1,0,62963,116.3682108,39.89263338,"牛街西里","牛街"
"8742","xicheng",1,1,58.07,"high",1,0,62856,116.3682108,39.89263338,"牛街西里","牛街"
"8743","xicheng",3,1,103.1,"middle",1,0,61106,116.3682108,39.89263338,"牛街西里","牛街"
"8744","chaoyang",3,1,81.78,"low",1,1,71901,116.4599309,39.9287657,"农丰里","东大桥"
"8745","chaoyang",1,1,39.51,"low",1,0,46824,116.4683259,39.88974361,"农光东里","劲松"
"8746","chaoyang",2,1,51.64,"low",1,0,46476,116.4683259,39.88974361,"农光东里","劲松"
"8747","chaoyang",1,1,40,"high",1,0,46250,116.4683259,39.88974361,"农光东里","劲松"
"8748","chaoyang",1,1,43.54,"low",1,0,45476,116.4683259,39.88974361,"农光东里","劲松"
"8749","chaoyang",2,1,63.47,"low",1,0,42225,116.4683259,39.88974361,"农光东里","劲松"
"8750","chaoyang",2,1,63.97,"high",1,0,41895,116.4683259,39.88974361,"农光东里","劲松"
"8751","chaoyang",2,1,62.25,"high",1,0,41607,116.4683259,39.88974361,"农光东里","劲松"
"8752","chaoyang",1,1,39.9,"low",1,0,40853,116.4683259,39.88974361,"农光东里","劲松"
"8753","chaoyang",3,1,90.19,"high",1,0,39916,116.4683259,39.88974361,"农光东里","劲松"
"8754","chaoyang",3,1,83.28,"low",1,0,37224,116.4683259,39.88974361,"农光东里","劲松"
"8755","chaoyang",3,1,68.32,"middle",1,0,46839,116.4695216,39.88929058,"农光里","劲松"
"8756","chaoyang",1,1,41.07,"middle",1,0,45776,116.4695216,39.88929058,"农光里","劲松"
"8757","chaoyang",2,1,76.85,"middle",1,0,45023,116.4695216,39.88929058,"农光里","劲松"
"8758","chaoyang",2,1,74.42,"low",1,0,44747,116.4695216,39.88929058,"农光里","劲松"
"8759","chaoyang",3,1,123.95,"low",1,0,44373,116.4695216,39.88929058,"农光里","劲松"
"8760","chaoyang",2,1,65.12,"middle",1,0,44227,116.4695216,39.88929058,"农光里","劲松"
"8761","chaoyang",2,1,67.93,"high",1,0,44164,116.4695216,39.88929058,"农光里","劲松"
"8762","chaoyang",2,2,102.01,"high",1,0,44114,116.4695216,39.88929058,"农光里","劲松"
"8763","chaoyang",1,1,48.05,"low",1,0,43705,116.4695216,39.88929058,"农光里","劲松"
"8764","chaoyang",2,1,60.75,"high",1,0,43622,116.4695216,39.88929058,"农光里","劲松"
"8765","chaoyang",2,1,86,"high",1,0,43024,116.4695216,39.88929058,"农光里","劲松"
"8766","chaoyang",2,1,58.11,"low",1,0,42678,116.4695216,39.88929058,"农光里","劲松"
"8767","chaoyang",1,1,52.87,"low",1,0,41612,116.4695216,39.88929058,"农光里","劲松"
"8768","chaoyang",3,2,130.4,"middle",1,0,40645,116.4695216,39.88929058,"农光里","劲松"
