,1101,1102,1103,1104,1108,1109,1110,1201,1203,1210,1213,1215,1216,1217,1218,1219,1220,1225,1227,1229,1231,1232,1233,1234,1235,1236,1256,1702,1737,1301,1303,1304,1305,1307,1308,1309,1310,1312,1313,1314,1315,1321,1323,1324,1325,1326,1337,1340,1341,4306,1402,1409,1410,1413,1414,1417,1418,1419,1423,1434,1439,1440,1441,1443,1444,1445,1446,1447,1449,1451,1452,1453,1454,1455,1456,1457,1459,1460,1463,1464,1465,1466,1467,1468,1470,1472,1473,1474,1475,1476,1477,4414,4426,4438,4439,1503,1504,1506,1507,1513,1514,1515,1517,1519,1526,1527,1528,1529,1530,1531,1532,1535,1537,1538,1539,1540,1541,1558,1560,1583,1589,1590,2049,2241,2371,3167,4526,4532,4540,4552,4555,4560,4562,4564,4566,4571,4572,4576,5288,8222,8374,8996,1603,1604,1605,1608,1609,1611,1612,1614,1615,1616,1617,1618,1626,4930,5283,1708,1709,1710,1711,1712,1713,1714,1717,1718,1721,1722,1723,1724,1725,1726,1727,1730,1732,1735,1773,1776,3708,4720,4722,4725,4739,4755,4763,4764,4766,1598,1701,1707,1720,1731,1733,1734,1736,1760,1762,1783,1786,1789,1795,3164,3705,4104,4106,4108,4119,4133,4137,4141,4142,4144,4148,4155,4164,4190,4737,4746,6452,6491,6541,6598,6666,1802,1806,1809,1810,1817,1903,1904,1905,1906,1907,1909,2002,2006,2007,2008,2009,2010,2012,2013,2014,2015,2017,2020,2022,2023,2024,2025,2027,2028,2029,2030,2031,2032,2033,2034,2038,2069,3004,5007,5538,9958,2101,2102,2103,2104,2105,2106,2107,2108,2109,2114,6582,1319,1338,1339,1512,1521,1522,1524,1525,1533,1536,1568,1587,1592,2115,2201,2204,2206,2207,2227,2228,2231,2233,2236,2239,2243,2497,3346,4551,4557,4581,6288,6605,2302,2303,2329,2330,2337,2338,2342,2344,2351,2363,2369,2379,2388,2401,2408,2434,2436,2441,2449,2451,2454,2458,2481,3006,3014,3016,3034,3035,3041,3054,3094,3189,3257,3413,3443,3530,3532,3536,3545,3583,3588,3661,3686,3711,4919,4952,4961,4967,4968,5269,5285,5305,5471,6202,6239,6243,6257,6271,6415,6451,6525,6531,6533,6552,6573,8016,8028,8081,8110,8131,8150,8261,8271,2301,2305,2324,2331,2352,2353,2356,2357,2362,2364,2365,2376,2377,2380,2382,2387,2395,2397,2399,2405,2417,2424,2425,2442,2465,3002,3005,3013,3017,3022,3046,3057,3060,3231,3416,3494,3515,3701,3706,3712,4916,4938,5215,5258,5264,6117,6128,6166,6172,6206,6230,6235,6277,6414,6579,6591,6669,8114,8163,8210,9912,2323,2340,2349,2374,2393,2406,2409,2426,2438,2448,2466,2486,2489,2491,2499,3008,3019,3024,3031,3038,3049,3050,3051,3059,3149,3356,3383,3406,3437,3454,3481,3504,3535,3543,3563,3576,3591,3622,3669,3673,3698,4934,4935,4942,4956,4960,4976,5234,5243,5484,6116,6120,6131,6164,6168,6176,6209,6225,6226,6278,6289,6405,6431,6443,6456,6477,6668,6706,8104,8105,8215,2314,2321,2332,2345,2412,2419,2439,2444,2450,2455,2485,2498,3025,3027,3045,3047,3062,3311,3380,3419,3596,3682,3694,3704,4904,4906,4977,5388,6136,6142,6152,6216,6285,6416,6442,6674,8011,8101,1471,1582,2059,2308,2313,2316,2327,2328,2355,2367,2368,2375,2383,2385,2392,2402,2413,2415,2420,2421,2428,2429,2431,2440,2456,2457,2460,2462,2467,2472,2476,2478,2483,2484,2492,2493,3003,3011,3015,3021,3023,3026,3032,3037,3042,3044,3058,3090,3229,3296,3308,3321,3338,3376,3432,3501,3533,3550,3593,3605,3607,3645,3653,3679,4545,4912,4915,4927,4943,4958,4989,4999,5469,6108,6115,6133,6141,6153,6155,6165,6191,6197,6205,6213,6224,6251,6269,6282,6412,6449,6672,6715,8039,8046,8103,8213,8249,2347,2414,2430,2459,3010,3028,3033,3036,3048,3055,3209,3312,3528,3702,5434,6189,6281,8070,8072,8112,2427,2453,2468,2471,2480,3029,3130,4994,5203,6112,6183,6214,2312,2317,2354,2359,2360,2373,2390,2404,2423,2433,2461,2464,2474,2477,2482,2488,2495,3018,3030,3043,3305,3450,3518,3617,3665,5225,6139,6192,6196,6201,6215,6283,6409,6558,6698,8021,8201,2616,6505,8926,9908,9918,9926,9931,9937,1316,1436,1438,1442,1805,1808,2501,2504,2505,2506,2509,2511,2515,2516,2520,2524,2527,2528,2530,2534,2535,2536,2537,2538,2539,2540,2542,2543,2545,2546,2547,2548,2597,2841,2923,3052,3056,3266,3703,5515,5519,5521,5522,5525,5531,5533,5534,5546,6177,9906,9946,2208,2603,2605,2606,2607,2608,2609,2610,2611,2612,2613,2615,2617,2618,2630,2633,2634,2636,2637,2642,5607,5608,8367,2701,2702,2704,2705,2706,2707,2712,2722,2723,2727,2731,2739,2748,5706,8462,8940,9943,2801,2809,2812,2816,2820,2823,2832,2834,2836,2838,2845,2849,2850,2851,2852,2855,2867,2880,2881,2882,2883,2884,2885,2886,2887,2888,2889,2890,2891,2892,2897,5876,5880,6005,6024,1432,2601,2614,2901,2903,2905,2906,2908,2910,2911,2912,2913,2915,2929,2936,2939,4807,5906,5907,8429,8443,8454,1416,1435,1437,1516,2062,2348,2358,2443,2496,2514,2904,3040,3557,4536,5284,5871,6184,6464,6504,6581,6592,6625,6641,6655,6670,6671,6754,8033,8341,8404,8411,8422,8427,8442,8463,8464,8466,8467,8473,8478,8480,8481,8482,8488,8497,8499,9802,9902,9904,9905,9907,9910,9911,9914,9917,9919,9921,9924,9925,9927,9928,9929,9930,9933,9934,9935,9938,9939,9940,9941,9942,9944,9945,9955,9105,912000,912398,總計
2019-08-01,10228796,7203378,162363,380445,298541,727862,120521,2010851,573610,6927433,50864,1835593,41324567,637949,833163,999824,261871,927042,3045171,1240355,789158,1503403,198165,942073,6382,170372,368940,1544160,258901,16949937,23781522,4735910,1381919,941448,528587,1432733,1075426,1621653,4947933,2850755,237353,429246,295515,92566,52577,25985347,88396,64311,276841,1434164,20288593,3357589,35635,214577,61659,113433,13287,166996,41673,3896673,10921,1875976,120391,57781,1060625,88424,45462,1074439,198862,723471,150673,37,137104,955462,24891,394054,213846,717053,77681,1001832,46839,268055,656382,83902,88088,45827,772965,290603,4280,2483930,2416786,1788205,236583,2257087,,2069620,3656358,97932,1170612,833099,345898,729184,239120,656929,93773,317437,324550,49962,280609,179432,1045547,822978,677723,30659,117691,66687,417530,668805,403594,421692,741046,1335010,1572389,76422,2874934,147018,907764,1082625,196393,466561,104559,139068,73766,223452,347150,123374,71257,158153,460216,69484,231340,234720,170712,576682,9657602,692934,1464737,195345,296331,453131,233109,323009,235583,172739,523062,1029880,585802,390570,789959,1808661,783586,1441985,52712,2061554,3405490,2895985,273750,865852,712468,148063,677657,631792,211646,234341,47283,266545,681081,125250,499264,275972,332726,639218,611247,320123,185149,282542,1478644,430603,664429,673792,331181,88022,139224,184427,2222846,164176,30258,39758,32145,205815,627033,20973,705945,599769,159216,6703,209737,33678,371049,517522,215383,171688,123913,104753,279806,250811,141004,247279,437220,281916,0,9059,108235,3588814,407103,198213,457511,193517,11356,3401559,1628979,100952,6422441,3863274,30997557,3613822,542585,71043,216261,1245053,793384,1211400,3378074,2123693,369620,360736,975735,5239566,102934,60880,6725636,852825,920995,1067633,729698,259745,70802,1623485,494017,727194,246918,561290,757123,200023,890279,456452,2276179,2415069,9284372,2777000,171178,1172970,480021,140003,381893,1673581,664161,215815,135178,463541,1476241,201306,53706,249684,517645,182042,123848,501750,228205,6604840,1991011,2828684,14327801,2241754,381240,323820,183118,157919,1676396,133930,186217,373814,446858,130647,,374466,1280319,40657,13184069,1765203,106117619,3791065,340611,113317,4463022,697803,16362,437345,5189570,473256,474544,5222016,11974,204811,1136175,2405477,1087491,23043007,899157,782953,1160803,353877,283551,5567553,528995,186134,13063,21955,2018886,70318,603284,854049,240996,752268,161445,804240,372821,91770,310718,9818,40039028,981295,224409,738764,501120,273189,254708,357305,953640,277817,383796,6069915,53655,861883,608844,966917,469568,312781,327855,22289,281286,139674,1335334,252076,537824,570496,857970,1912105,193902,638610,16349594,44704,74609805,2342635,14045700,20211350,41404018,30642655,1991044,61305,170090,6147281,11333820,99631,91868918,1053362,4825344,534397,212663,293386,266678,1257,382448,403033,321075,53926,2463307,458226,3014089,458537,120925,96995,467848,70065885,123841,97774,1322380,553296,2670345,613268,682198,98406528,213614,268093,3341353,193911,443839,836907,43823,411526,770267,166668,407765,6230238,528078,121208,11007754,900683,1578449,553952,42212,642172,536935,621081,381790,1773483,579974,24139949,190860,35042,1431469,244046,307778,1250149,33413,320123,6476246,1747103,123218,163492,419542,437876,99526,239339,538407,259820,129578,67582,1838066,330837,574277,21047072,409336,44323,242202,227284,1560868,192378,60363,201439,12712094,815672,190214,492303,658840,94912,1104211,92099,390907,853922,19396,1305146,1434171,-55,79767,171855,4832155,319179,920,80482,3335158,10652,53976,50636,410308,10946666,113966,164902,275074,137220,750619,1162762,403498,93108,1371993,5918287,16994320,929048,3582689,161169,2377624,233977,765285,734614,35390,44830,10113813,363994,505104,238274,1300864,124587,2440600,1284290,765450,1939306,6866012,1598683,185413,2791135,58720,344914,428311,82694,5915831,358174,225985,262326,98820,78359,57993,745469,383260,24314750,5582498,408549,3414724,2349797,1378364,2077404,1547274,409904,2360996,9042891,9037905,531487,318739,200650,232197,1050424,500409,73656,244779,237789,1406010,900466,281879,441726,332380,573849,434567,390253,147514,209179,2440065,213370,280491,115932,1288045,218717,1706013,1317554,668806,7966058,830712,5183466,396617,787541,87238,223462,58276,179266,432207,968573,4328,438160,1476222,289756,28607,678429,362367,157325,453602,340912,161430,456763,8579706,946759,496533,11817279,265402,171084,3888009,745408,567247,111391,261030,1612328,62227,181,1942150,361158,88961,2172880,171967,1296670,2625428,1754414,3330824,202406,471615,189011,731721,2749332,280230,1979638,421039,28801020,1880171,1548328,725680,4882520,2355913,4365554,31166267,10445764,144969,3877506,1179559,345429,46975350,2722992,2067882,1576384,1349069,76151,12285900,226340,442810,189241,62172,381654,750599,145790,389066,109096,1069848,139528,1786534,11987213,398815197,13541006,412551,1213182,1108753,54344,1478605,210967,357825,519027,966930,8738308,386281,96100,262143,117712,68732,371436,120374,435045,499281,45769,931089,1879990,1214444,940440,494699,1789975,300045,121681,110168,1169561,182278,93779,252768,59658,1472642,53480947,991343,316178,134561,162200,114367,1930669,35488,9890,2,32143,19160,363046,241362,1445972,86434,52961,94005,891447,957627,691386,721340,272854,401735,293,653,299132,1002389,156283,3105,11677,74517,207505,605555,409589,134448,686853,371665,3106097,1054901,39500,304115,173357,1569714,232561,1377401,447256,120260,375380,2008292,157800,541926,85629,426659,,142613,8106,320703,1578555,16150698,352512,1184272,643253,1037087,12631351,14970025,77204,306034,237829,6161738,275197,16831957,383415,3879227,2456970,965366,1215662,301130,680436,327344,156906,29014,150731,223618,222063,28696,561999,54224,82360,1987999,1610051,2353335,333869,166927,303335,308022,57359,271997,3101363,707201,1080071,653072,169946,25218871,478025,1916999,280363,1259492,985947,489963,1341289,1336869,526574,783808,14239304,4316903,49689070,50076418,18739443,4838474,9361347,5170982,3667468,18818982,561161,3250645,23403601,5669632,680535,3844332,3770066,730321,195036,113142,610152,213981,10741,2960286,20138821,655477,3252068,71518,346690,22162649,23583,288912,490617,970952,280262,176707,134588,493223,116978,124210,4260832,20267,1748,41186,38542,514526,114076,196431,46278,75328,782552,44920,15168,143008,632819,125028,5118161,167507,242382,459895,48139,1015069,107753,181582,254060,1582664,156029,382696,44277,255308,525611,663968,217459,46071,571893,261532,2176888,251630,122791,441533,213141,162628,109976,282263,356800,330969,166851,1161708,36874,26154678,671161,2956284,6882070,474365,2631384,1167383,356521,5698023,820109,582596,842828,72570,90815,798315,5416898,1445487,471339,1273326,2041330,873566,2399681,241790,209630,1383013,179993,9147001,446488.0,314300,2767955110
2019-09-01,10120251,7394901,151142,391206,312444,722519,121926,1797271,540815,6685601,13552,1808855,39494107,441377,782187,994450,229760,837263,2745482,788561,586266,1451185,193774,749900,24344,139678,396308,1547793,257599,15254406,23540826,4484846,1122459,921765,562238,1487398,996939,1572110,5369183,2675293,275155,403934,329822,89644,61980,24430793,100189,91160,247501,1398003,20367232,2928171,29056,206611,47368,83236,5508,214712,38382,3769017,12636,1647316,105088,49317,990231,97067,29958,1131932,236795,767390,117997,37,159064,807781,24522,366155,209867,886266,39033,1029927,45415,229004,681669,85301,63773,46955,650505,262086,4135,2255515,3156364,1721438,213451,2437286,,2225612,4086750,108490,1170002,1176035,344470,819060,251549,383387,72665,223538,394638,88042,330765,159952,1019530,731146,660321,34920,186804,40192,360272,722020,403026,525589,753101,1352364,1374363,68534,2753458,145161,830276,1486109,145111,449106,101877,140021,75273,209411,358767,135621,70279,134542,417576,66673,200429,174944,243855,525332,10240216,748441,1561896,187380,272446,438625,258388,155261,238216,419515,848845,1004801,452164,352526,663080,1401602,762273,1563470,42173,2636454,3497422,2999480,269779,1189737,687702,161805,684332,662636,168799,239621,46536,272330,666741,126495,567105,273799,333549,654860,537132,352512,189019,277864,1511486,501204,667515,684814,369659,80346,170745,189657,2125502,102949,111450,50601,31461,225599,607743,42188,690934,496241,146786,4734,202072,30524,533586,643200,269008,204885,159774,103968,338365,270202,159536,269714,444882,282396,0,20276,122727,3894574,417361,187853,538641,171549,11986,3238006,1554233,86170,6264813,4003633,28930655,3457242,503784,74979,212677,1457725,786366,999719,2614929,2238412,256471,360469,850570,4991442,103291,49104,6209521,646945,981521,1020737,676434,220746,70879,1379583,588190,688630,255799,498668,763903,201594,883575,380440,2348867,1887460,9141018,2751715,175707,1122633,451596,140516,324103,1670947,632884,202445,130815,384849,1396603,184936,74654,211656,505658,165595,133318,454386,226710,6830898,2626048,2892448,17547711,2644353,411573,267484,200145,133701,2153418,196564,190284,300698,448768,137180,,391519,1271127,36381,10826223,1498677,102170096,5080377,306551,122480,4629824,688542,17384,426525,5901369,496476,480517,5001349,11922,207310,1097438,2300996,1044795,23493506,1013528,777149,1060384,394055,310851,5614106,545142,142818,17880,21520,2001917,73561,619253,756673,214276,879900,101788,953909,270434,92409,307407,9813,41141924,1027460,205838,872140,437767,283710,385872,372409,983880,260217,347985,6023540,52629,813996,654364,1017126,505095,306766,323015,65033,283217,157192,1389372,230211,567029,540851,823488,1749634,191180,608732,16429858,41089,96806861,2507374,15232451,24342374,45210143,37778235,2021463,67332,164034,5664159,11720989,115528,90278563,1426436,4987642,518350,161959,294082,218391,291,376439,346822,293943,64427,2440588,507780,3920585,479281,199886,92240,434679,79625642,159929,85033,1278155,603322,2819032,1106362,766522,157715382,182038,292070,2780793,184888,539867,770047,37082,400209,730170,180786,424015,7927076,468520,145502,11265910,847250,1684071,575208,53331,609430,500759,623116,439240,1729659,745293,23873479,186227,30530,1344683,92266,306405,1581248,15550,325217,6595863,1466672,116936,154427,383884,361993,82957,203613,481460,261075,105495,70474,1929165,340799,496234,21706248,425124,45863,284261,180799,1365360,169756,131990,159163,14816150,822828,245321,478538,684967,96553,1174607,88021,374774,831191,19906,1559342,1270261,-4795,67530,175445,4820777,317626,696,156742,3334212,11305,58255,41993,353905,12004732,114058,140772,247732,148231,723564,1116476,398939,101295,1406107,5957461,17157881,752906,3550645,136024,2489034,217087,627948,1275029,34251,58673,10362398,436131,510172,223489,1438886,162807,2252728,1280577,732634,1867706,7750011,1273857,233483,3336089,60677,328830,443877,70726,5837279,542064,186281,224763,150873,135238,61979,754339,435886,23413872,5933158,450871,3517544,2404163,1434630,2109677,1711480,360026,2312071,9133066,10631412,583838,288474,175057,200538,1082992,485932,93526,360051,233562,1401149,902923,276020,454594,292325,593828,410238,361130,135281,204998,2370686,207926,312956,131662,1340625,207180,1708535,1454449,707350,7778986,844867,4958680,410537,765062,61164,267469,58628,172201,455438,1060385,2993,437277,1339169,294382,32137,733095,298159,131467,490392,371631,131110,504272,9345358,696822,613045,14410565,285489,198756,4006914,677237,500844,97065,246239,1531392,60521,139,2018693,313583,101071,2082328,168518,1341081,3145626,1776989,3384719,206302,487924,124913,692808,2904147,273956,1841833,278891,29715077,1595102,1633276,621076,4965446,2356697,4552984,34780390,10748553,223185,3574296,1186229,353867,47806479,2776603,1915769,1376362,1356057,70775,11931725,137391,512817,226089,45088,559769,794447,132635,347372,144512,1043688,132177,1946401,11142971,587790037,12076978,302587,1135095,1143518,48243,1317160,249866,362263,457814,925383,10411242,312418,87979,286053,127168,126144,309663,102505,453294,478746,45606,748655,2009661,1349821,1263254,492464,2005435,275937,144234,100097,1126706,161794,52466,260596,72000,1486986,49464674,491293,307232,120902,186340,105370,1877526,78568,58620,0,50373,20865,225831,546840,1632789,81977,135149,44234,753537,1218177,606161,857015,754953,2816935,63,673,431413,841174,683025,55819,11697,656827,182665,1470274,513385,200174,1491225,1086430,6006838,1026608,29207,397055,126690,276219,181442,1667040,497774,253795,388056,1417926,118331,368669,202604,639693,,594123,11,205584,1559772,16809235,385975,1205480,620481,975053,12150242,12896563,68985,302038,240377,5968530,258805,14294854,272705,3876683,2437921,925336,1186001,342232,147094,332381,174205,28225,131287,232378,165885,26609,525866,35405,60316,1964974,1237834,2569622,344128,169785,341103,292922,85005,236265,2497372,480338,930816,633278,153303,23285075,401613,1874163,284813,1074327,847204,464216,1326255,1309784,481590,337831,13707370,3509706,37085675,30702621,15462883,4347075,8620518,5201383,3407359,20941617,614184,2252377,21417431,4507919,584035,3114989,3839669,605356,135151,92065,619261,275808,10398,2657152,12795335,603413,3149617,51078,422441,21540458,23220,221217,779523,972402,231744,196771,149591,498510,123098,128055,4055101,18818,1853,42740,67013,508470,171449,196376,84924,67170,1084469,40654,21062,364903,609531,124660,5123190,166577,267640,573644,94637,983064,72569,162603,232590,1412254,163139,318405,72171,202507,572881,460557,225260,29796,484683,246871,2081432,283306,135738,330475,37159,181551,114064,324064,333122,362974,162117,902749,1412,25308657,674721,2846368,6830301,518790,2361772,1082933,403013,6011348,698275,588256,904598,57726,100578,777808,5387774,1480354,528581,1351447,1811818,911103,2320351,248006,190705,1602002,120348,8103334,392702.0,344463,3015539053
2019-10-01,11211942,7016219,176879,503315,348338,638725,143344,1739332,514106,6863541,27127,1908232,36972407,284230,690997,1083064,309104,1023560,2305665,716226,695551,1486022,176532,729907,10207,149497,191665,1511382,242350,16583297,24199415,4560162,1248897,968475,583313,1345676,1007580,1595381,4798646,1931548,155412,386564,335952,94553,53828,24869514,96614,93568,280626,1396588,19963313,2900775,35521,219241,43515,103663,8824,264084,27475,3664005,6760,2011385,123806,58615,972078,122584,24092,1143626,236571,750858,147973,56,173464,880881,100173,373712,248239,854068,39084,1122465,40831,196335,540779,72704,62129,72822,354161,278500,5871,2649809,2237389,1342812,180678,1429215,656615.0,1987267,3879865,88712,1097575,868367,375703,896984,199223,676528,99085,243075,410436,80655,291315,112590,892287,576022,677632,25008,160369,51323,363278,455609,420369,553453,692514,1183761,1407133,76793,2777135,149891,918320,1193844,192324,401270,98552,135238,75538,215568,316332,122086,67028,164434,442879,62782,182847,136884,345203,530903,10086581,580616,1443005,198437,330359,314822,261253,281937,248427,250665,752758,970250,410423,363624,860765,1298296,749894,1361685,49064,2198182,3255454,2928161,290691,1552315,607351,164775,748021,766438,215388,241197,47409,268113,677153,142465,531144,279532,359007,845148,577026,325294,189607,234980,1582326,560449,671164,798134,353035,85606,187664,190643,2247366,106610,82561,30837,38494,217414,739594,22364,692240,549178,159483,4477,179896,37199,441326,544799,163585,148549,148490,120663,153667,270632,311630,218989,449527,283132,0,5641,63061,3760060,404064,185716,448020,224399,12799,3522377,1655313,117312,6227481,3976955,27677766,3692862,474870,56484,208256,1511243,789546,998959,2322494,2369544,247303,346496,964411,4560181,101381,121237,6543031,802211,802790,994610,834461,220501,72538,1299248,677010,812629,245370,515657,725936,262459,866783,380448,2242260,1731103,8467266,2663092,186680,980848,438423,141340,298333,1807560,665814,215992,172861,435962,1492929,188301,118935,231806,521274,163780,121352,405986,234128,6600315,2809177,2600783,19544582,3029239,368258,385992,199818,146188,1526049,119926,166008,293514,450699,133537,,434050,1303609,38761,14587122,1445866,106039531,3665950,344488,136866,4321150,666388,12887,432766,5685914,434731,442192,4522071,14565,201369,1071791,2370821,1153122,22002624,990009,737326,1033444,334445,314613,5635006,431468,150213,14942,20481,1997005,71494,683719,909109,208415,895329,68095,1034823,181125,93758,416935,9347,38784584,964621,224672,800590,574951,301016,269057,375258,939105,293677,403031,6314017,43028,1477233,701095,1035235,436448,290910,375152,51407,251555,148644,1316438,226951,530802,604828,856179,1898900,221155,681755,14646078,56953,98916490,2256446,16333214,17819295,48175786,29928417,2000064,105382,156614,5780294,11810866,105550,95753560,1264430,4788639,723162,197273,252579,251485,2368,363705,356567,298302,54947,2346253,478023,3341663,403255,108393,114293,455142,79900519,128699,64612,1338733,609377,3242479,886519,739638,147087458,190417,346004,2939522,154695,538105,895601,37945,464916,796058,170842,479631,6972847,509299,109745,15488010,801692,1753261,594186,55969,622295,434980,623442,447946,1767432,635149,19975703,197905,40656,1367166,57798,308690,1420116,44829,320354,6625612,1260772,106182,135015,372174,349630,96669,236948,465912,247296,119794,71853,1468459,427738,492268,22015142,434702,9535,207814,171929,1132183,155673,103988,169537,14478346,710190,170367,603560,758492,102117,1168004,100164,374466,750661,21126,1497560,1040693,-2540,57124,182784,4880078,301172,838,68337,3411907,11895,70467,49282,323028,12490816,124475,119107,250442,135343,716796,1144653,423911,135781,1561031,4641922,17538679,906597,3456947,162931,2616487,276836,423944,655638,27780,43688,10458468,434708,520186,209154,1365937,142749,2574228,1300255,639715,1411531,7251410,1154813,241124,2931924,82159,253236,382013,73813,5333370,407903,212091,203532,154016,267567,85560,751850,478768,23115554,6225170,456714,3222832,2066149,1541972,2005220,1753220,346141,2311130,9280205,11153791,556185,309447,164787,254713,1022556,489198,117956,280219,236208,1311561,827149,278650,404022,285261,574518,430036,374837,143731,192161,2103332,204235,315620,111116,1251048,206335,1421478,1397822,682215,7829826,804851,4796460,363459,783367,35782,253838,40078,175920,461542,1196840,2447,390955,1173693,312330,36330,663560,330680,152114,518267,382475,213155,505843,9361898,781140,707671,16531249,259764,263371,3751155,698838,572773,87502,246113,1440364,49227,180,1836673,309413,90692,2129664,163583,1227076,3187819,1633996,3534272,174462,490166,151066,643741,2963669,251099,1761420,268221,29522045,1875155,1337788,632349,4633874,2030662,4268641,36441369,10091343,237609,4332301,1223096,341839,48723667,2668446,2065758,1210561,1505669,76170,12056628,227199,536028,228512,51712,429924,997883,144256,286491,155765,1009899,151395,1594307,11795957,595882399,11051301,287106,1497747,1083951,46582,2112054,223833,354521,432882,911337,12117330,405965,84756,211141,124880,66520,402298,114013,455148,448988,50356,915371,2057806,995256,1606633,434750,1729001,269136,132058,183263,1059376,172634,68323,257326,73151,1508209,51596141,530438,310293,144354,170653,109434,1939357,44975,330408,0,25559,22172,280229,2054634,1685285,151040,71575,92525,1006033,946961,582938,1736588,703362,385450,21,656,602365,868528,106614,0,11564,568195,223363,1500562,536266,320126,772878,407546,2294035,1287603,37036,363285,112719,35609,167516,1571880,490350,451302,276614,1650684,194963,566231,58575,967588,,351170,11,429148,1675724,15986060,377008,884559,650487,1050457,11687288,14295897,74554,309163,248972,6063445,269333,15374504,330703,4044502,2600029,1036081,1185533,292829,150014,337175,164799,29075,148321,225714,214185,28809,513371,38381,63512,1921033,1225769,2684773,376608,201319,328356,303501,135187,233957,2494113,687435,945979,719376,162928,24421927,402136,1726711,284710,1159399,1032976,566244,1268794,1288100,506369,692981,12833176,3548943,30427876,51149121,15933047,4599730,9080710,5692095,3696258,16362696,570702,3153541,21433421,5260965,621136,3402677,4583652,750836,177258,86014,600278,365890,11188,3383569,22106822,532634,2995247,131950,490348,21770429,28101,230237,786275,915055,198935,244641,183274,478313,142073,137724,4065554,18440,1362,41724,64432,472998,156883,170902,45687,83297,758910,41049,16200,420200,515427,125023,5121112,165444,245258,574929,85400,1015002,43708,150885,204603,1362856,158010,354283,75579,221447,497108,370758,260188,191547,549242,303508,2128163,260578,95925,258255,71758,182719,113427,319904,377688,338881,162858,952002,67455,26894838,540548,2282071,6240078,520426,2681725,1088317,354874,5574519,663342,596825,903825,60097,96728,812116,4199590,1364908,505586,1254286,1455158,904146,2409458,239693,192624,1670152,120083,8823024,358633.0,452917,3030192508
