標題(日期),NTD/USD
2015/7/7,31.162
2015/7/6,31.15
2015/7/3,31.12
2015/7/2,31.15
2015/7/1,31.100
2015/6/30,31.070
2015/6/29,31.178
2015/6/26,31.132
2015/6/25,31.052
2015/6/24,31.052
2015/6/23,31.002
2015/6/22,30.970
2015/6/18,31.062
2015/6/17,31.261
2015/6/16,31.266
2015/6/15,31.256
2015/6/12,31.226
2015/6/11,31.162
2015/6/10,31.156
2015/6/9,31.302
2015/6/8,31.275
2015/6/5,31.032
2015/6/4,31.062
2015/6/3,30.922
2015/6/2,31.002
2015/6/1,30.932
2015/5/29,30.871
2015/5/28,30.801
2015/5/27,30.725
2015/5/26,30.708
2015/5/25,30.571
2015/5/22,30.541
2015/5/21,30.650
2015/5/20,30.682
2015/5/19,30.640
2015/5/18,30.610
2015/5/15,30.612
2015/5/14,30.681
2015/5/13,30.780
2015/5/12,30.810
2015/5/11,30.780
2015/5/8,30.765
2015/5/7,30.803
2015/5/6,30.753
2015/5/5,30.781
2015/5/4,30.776
2015/4/30,30.752
2015/4/29,30.695
2015/4/28,30.831
2015/4/27,30.861
2015/4/24,31.051
2015/4/23,31.131
2015/4/22,31.113
2015/4/21,31.173
2015/4/20,31.102
2015/4/17,31.162
2015/4/16,31.253
2015/4/15,31.330
2015/4/14,31.312
2015/4/13,31.342
2015/4/10,31.240
2015/4/9,31.231
2015/4/8,31.226
2015/4/7,31.152
2015/4/2,31.303
2015/4/1,31.362
2015/3/31,31.401
2015/3/30,31.380
2015/3/27,31.375
2015/3/26,31.405
2015/3/25,31.401
2015/3/24,31.383
2015/3/23,31.503
2015/3/20,31.548
2015/3/19,31.502
2015/3/18,31.650
2015/3/17,31.667
2015/3/16,31.712
2015/3/13,31.710
2015/3/12,31.670
2015/3/11,31.666
2015/3/10,31.566
2015/3/9,31.520
2015/3/6,31.450
2015/3/5,31.507
2015/3/4,31.480
2015/3/3,31.508
2015/3/2,31.568
2015/2/26,31.503
2015/2/25,31.532
2015/2/24,31.688
2015/2/17,31.638
2015/2/16,31.600
2015/2/13,31.475
2015/2/12,31.630
2015/2/11,31.564
2015/2/10,31.502
2015/2/9,31.560
2015/2/6,31.490
2015/2/5,31.535
2015/2/4,31.473
2015/2/3,31.623
2015/2/2,31.685
2015/1/30,31.555
2015/1/29,31.512
2015/1/28,31.328
2015/1/27,31.325
2015/1/26,31.339
2015/1/23,31.432
2015/1/22,31.510
2015/1/21,31.553
2015/1/20,31.696
2015/1/19,31.552
2015/1/16,31.645
2015/1/15,31.786
2015/1/14,31.832
2015/1/13,31.862
2015/1/12,31.856
2015/1/9,31.936
2015/1/8,32.006
2015/1/7,32.001
2015/1/6,31.996
2015/1/5,32.005
2014/12/31,31.718
2014/12/30,31.766
2014/12/29,31.761
2014/12/27,31.750
2014/12/26,31.750
2014/12/25,31.753
2014/12/24,31.815
2014/12/23,31.765
2014/12/22,31.586
2014/12/19,31.472
2014/12/18,31.450
2014/12/17,31.357
2014/12/16,31.327
2014/12/15,31.342
2014/12/12,31.326
2014/12/11,31.262
2014/12/10,31.260
2014/12/9,31.290
2014/12/8,31.285
2014/12/5,31.192
2014/12/4,31.197
2014/12/3,31.167
2014/12/2,31.106
2014/12/1,31.139
2014/11/28,31.039
2014/11/27,30.951
2014/11/26,30.952
2014/11/25,30.966
2014/11/24,31.010
2014/11/21,31.005
2014/11/20,31.015
2014/11/19,30.876
2014/11/18,30.775
2014/11/17,30.739
2014/11/14,30.766
2014/11/13,30.752
2014/11/12,30.750
2014/11/11,30.717
2014/11/10,30.606
2014/11/7,30.716
2014/11/6,30.605
2014/11/5,30.602
2014/11/4,30.538
2014/11/3,30.488
2014/10/31,30.478
2014/10/30,30.402
2014/10/29,30.376
2014/10/28,30.398
2014/10/27,30.403
2014/10/24,30.413
2014/10/23,30.405
2014/10/22,30.393
2014/10/21,30.401
2014/10/20,30.415
2014/10/17,30.421
2014/10/16,30.410
2014/10/15,30.420
2014/10/14,30.430
2014/10/13,30.450
2014/10/9,30.430
2014/10/8,30.505
2014/10/7,30.453
2014/10/6,30.503
2014/10/3,30.437
2014/10/2,30.460
2014/10/1,30.492
2014/9/30,30.436
2014/9/29,30.502
2014/9/26,30.312
2014/9/25,30.310
2014/9/24,30.248
2014/9/23,30.240
2014/9/22,30.229
2014/9/19,30.258
2014/9/18,30.256
2014/9/17,30.134
2014/9/16,30.160
2014/9/15,30.106
2014/9/12,30.068
2014/9/11,30.060
2014/9/10,30.025
2014/9/9,30.005
2014/9/5,30.002
2014/9/4,29.972
2014/9/3,29.986
2014/9/2,29.978
2014/9/1,29.968
2014/8/29,29.970
2014/8/28,29.965
2014/8/27,29.985
2014/8/26,30.026
2014/8/25,30.028
2014/8/22,30.020
2014/8/21,30.052
2014/8/20,30.047
2014/8/19,30.042
2014/8/18,30.040
2014/8/15,30.035
2014/8/14,30.045
2014/8/13,30.065
2014/8/12,30.060
2014/8/11,30.052
2014/8/8,30.066
2014/8/7,30.061
2014/8/6,30.056
2014/8/5,30.045
2014/8/4,30.040
2014/8/1,30.069
2014/7/31,30.040
2014/7/30,30.010
2014/7/29,30.005
2014/7/28,30.037
2014/7/25,30.035
2014/7/24,30.052
2014/7/22,30.035
2014/7/21,30.037
2014/7/18,30.051
2014/7/17,30.046
2014/7/16,30.072
2014/7/15,30.042
2014/7/14,30.001
2014/7/11,29.990
2014/7/10,29.945
2014/7/9,29.962
2014/7/8,29.970
2014/7/7,29.960
2014/7/4,29.937
2014/7/3,29.935
2014/7/2,29.905
2014/7/1,29.935
2014/6/30,29.915
2014/6/27,29.962
2014/6/26,29.992
2014/6/25,30.051
2014/6/24,30.031
2014/6/23,30.039
2014/6/20,30.065
2014/6/19,30.036
2014/6/18,30.071
2014/6/17,30.066
2014/6/16,30.061
2014/6/13,30.053
2014/6/12,30.045
2014/6/11,30.039
2014/6/10,30.050
2014/6/9,30.048
2014/6/6,30.080
2014/6/5,30.088
2014/6/4,30.102
2014/6/3,30.064
2014/5/30,30.050
2014/5/29,30.128
2014/5/28,30.151
2014/5/27,30.171
2014/5/26,30.160
2014/5/23,30.180
2014/5/22,30.178
2014/5/21,30.216
2014/5/20,30.202
2014/5/19,30.185
2014/5/16,30.208
2014/5/15,30.203
2014/5/14,30.220
2014/5/13,30.212
2014/5/12,30.192
2014/5/9,30.175
2014/5/8,30.167
2014/5/7,30.165
2014/5/6,30.176
2014/5/5,30.171
2014/5/2,30.212
2014/4/30,30.258
2014/4/29,30.250
2014/4/28,30.285
2014/4/25,30.320
2014/4/24,30.306
2014/4/23,30.326
2014/4/22,30.303
2014/4/21,30.268
2014/4/18,30.230
2014/4/17,30.221
2014/4/16,30.201
2014/4/15,30.235
2014/4/14,30.233
2014/4/11,30.132
2014/4/10,30.130
2014/4/9,30.162
2014/4/8,30.270
2014/4/7,30.320
2014/4/3,30.380
2014/4/2,30.375
2014/4/1,30.435
2014/3/31,30.510
2014/3/28,30.552
2014/3/27,30.582
2014/3/26,30.605
2014/3/25,30.619
2014/3/24,30.622
2014/3/21,30.652
2014/3/20,30.589
2014/3/19,30.437
2014/3/18,30.386
2014/3/17,30.352
2014/3/14,30.381
2014/3/13,30.352
2014/3/12,30.375
2014/3/11,30.305
2014/3/10,30.325
2014/3/7,30.302
2014/3/6,30.323
2014/3/5,30.352
2014/3/4,30.380
2014/3/3,30.369
2014/2/27,30.355
2014/2/26,30.350
2014/2/25,30.402
2014/2/24,30.425
2014/2/21,30.395
2014/2/20,30.392
2014/2/19,30.332
2014/2/18,30.339
2014/2/17,30.285
2014/2/14,30.347
2014/2/13,30.408
2014/2/12,30.346
2014/2/11,30.406
2014/2/10,30.380
2014/2/7,30.406
2014/2/6,30.429
2014/2/5,30.420
2014/1/29,30.376
2014/1/28,30.451
2014/1/27,30.511
2014/1/24,30.420
2014/1/23,30.410
2014/1/22,30.320
2014/1/21,30.290
2014/1/20,30.256
2014/1/17,30.221
2014/1/16,30.256
2014/1/15,30.236
2014/1/14,30.159
2014/1/13,30.112
2014/1/10,30.212
2014/1/9,30.252
2014/1/8,30.240
2014/1/7,30.315
2014/1/6,30.235
2014/1/3,30.039
2014/1/2,29.979
2013/12/31,29.950
2013/12/30,30.030
2013/12/27,30.025
2013/12/26,30.060
2013/12/25,30.047
2013/12/24,30.039
2013/12/23,30.009
2013/12/20,29.980
2013/12/19,29.945
2013/12/18,29.745
2013/12/17,29.716
2013/12/16,29.706
2013/12/13,29.689
2013/12/12,29.660
2013/12/11,29.640
2013/12/10,29.635
2013/12/9,29.630
2013/12/6,29.665
2013/12/5,29.690
2013/12/4,29.692
2013/12/3,29.702
2013/12/2,29.636
2013/11/29,29.679
2013/11/28,29.680
2013/11/27,29.672
2013/11/26,29.652
2013/11/25,29.675
2013/11/22,29.645
2013/11/21,29.636
2013/11/20,29.572
2013/11/19,29.532
2013/11/18,29.580
2013/11/15,29.620
2013/11/14,29.606
2013/11/13,29.650
2013/11/12,29.636
2013/11/11,29.625
2013/11/8,29.505
2013/11/7,29.485
2013/11/6,29.480
2013/11/5,29.466
2013/11/4,29.506
2013/11/1,29.470
2013/10/31,29.455
2013/10/30,29.475
2013/10/29,29.472
2013/10/28,29.460
2013/10/25,29.455
2013/10/24,29.452
2013/10/23,29.425
2013/10/22,29.466
2013/10/21,29.482
2013/10/18,29.446
2013/10/17,29.452
2013/10/16,29.460
2013/10/15,29.445
2013/10/14,29.495
2013/10/11,29.490
2013/10/9,29.548
2013/10/8,29.542
2013/10/7,29.536
2013/10/4,29.502
2013/10/3,29.532
2013/10/2,29.610
2013/10/1,29.615
2013/9/30,29.670
2013/9/27,29.656
2013/9/26,29.673
2013/9/25,29.690
2013/9/24,29.632
2013/9/23,29.629
2013/9/18,29.752
2013/9/17,29.760
2013/9/16,29.721
2013/9/14,29.842
2013/9/13,29.842
2013/9/12,29.783
2013/9/11,29.828
2013/9/10,29.760
2013/9/9,29.825
2013/9/6,29.900
2013/9/5,29.985
2013/9/4,29.885
2013/9/3,29.920
2013/9/2,29.900
2013/8/30,29.983
2013/8/29,30.012
2013/8/28,30.050
2013/8/27,30.060
2013/8/26,30.015
2013/8/23,30.053
2013/8/22,30.127
2013/8/20,30.092
2013/8/19,30.032
2013/8/16,30.002
2013/8/15,30.035
2013/8/14,30.032
2013/8/13,30.002
2013/8/12,29.980
2013/8/9,29.955
2013/8/8,29.960
2013/8/7,30.025
2013/8/6,29.995
2013/8/5,29.950
2013/8/2,30.129
2013/8/1,30.125
2013/7/31,30.120
2013/7/30,30.005
2013/7/29,29.960
2013/7/26,29.950
2013/7/25,29.978
2013/7/24,29.942
2013/7/23,29.920
2013/7/22,29.935
2013/7/19,29.978
2013/7/18,30.025
2013/7/17,29.925
2013/7/16,29.878
2013/7/15,29.952
2013/7/12,29.932
2013/7/11,29.952
2013/7/10,30.085
2013/7/9,30.120
2013/7/8,30.342
2013/7/5,30.218
2013/7/4,30.199
2013/7/3,30.302
2013/7/2,30.120
2013/7/1,30.115
2013/6/28,30.120
2013/6/27,30.191
2013/6/26,30.250
2013/6/25,30.260
2013/6/24,30.350
2013/6/21,30.280
2013/6/20,30.160
2013/6/19,29.960
2013/6/18,30.002
2013/6/17,29.972
2013/6/14,29.970
2013/6/13,30.162
2013/6/11,30.160
2013/6/10,30.066
2013/6/7,29.871
2013/6/6,29.915
2013/6/5,29.910
2013/6/4,30.020
2013/6/3,30.070
2013/5/31,30.060
2013/5/30,30.125
2013/5/29,30.120
2013/5/28,30.057
2013/5/27,29.971
2013/5/24,30.030
2013/5/23,30.025
2013/5/22,29.960
2013/5/21,29.942
2013/5/20,30.030
2013/5/17,30.060
2013/5/16,30.050
2013/5/15,30.028
2013/5/14,29.906
2013/5/13,29.920
2013/5/10,29.800
2013/5/9,29.510
2013/5/8,29.500
2013/5/7,29.590
2013/5/6,29.626
2013/5/3,29.610
2013/5/2,29.636
2013/4/30,29.616
2013/4/29,29.606
2013/4/26,29.705
2013/4/25,29.750
2013/4/24,29.832
2013/4/23,29.872
2013/4/22,29.870
2013/4/19,29.840
2013/4/18,29.910
2013/4/17,29.900
2013/4/16,29.928
2013/4/15,29.927
2013/4/12,29.995
2013/4/11,29.980
2013/4/10,29.998
2013/4/9,30.050
2013/4/8,30.060
2013/4/3,29.925
2013/4/2,29.920
2013/4/1,29.928
2013/3/29,29.875
2013/3/28,29.940
2013/3/27,29.941
2013/3/26,29.891
2013/3/25,29.889
2013/3/22,29.909
2013/3/21,29.853
2013/3/20,29.845
2013/3/19,29.801
2013/3/18,29.815
2013/3/15,29.762
2013/3/14,29.800
2013/3/13,29.735
2013/3/12,29.730
2013/3/11,29.740
2013/3/8,29.718
2013/3/7,29.695
2013/3/6,29.670
2013/3/5,29.720
2013/3/4,29.770
2013/3/1,29.666
2013/2/27,29.705
2013/2/26,29.740
2013/2/25,29.702
2013/2/23,29.658
2013/2/22,29.658
2013/2/21,29.680
2013/2/20,29.600
2013/2/19,29.686
2013/2/18,29.709
2013/2/8,29.750
2013/2/7,29.630
2013/2/6,29.622
2013/2/5,29.585
2013/2/4,29.580
2013/2/1,29.668
