Date,Open,High,Low,Close,Adj Close,Volume
2018-04-25,162.619995,165.419998,162.41000400000001,163.649994,161.19545,28382100
2018-04-26,164.119995,165.729996,163.369995,164.220001,161.756912,27963000
2018-04-27,164.0,164.330002,160.630005,162.320007,159.88540600000002,35655800
2018-04-30,162.130005,167.259995,161.83999599999999,165.259995,162.781296,42427400
2018-05-01,166.41000400000001,169.199997,165.270004,169.100006,166.563705,53569400
2018-05-02,175.229996,177.75,173.800003,176.570007,173.921677,66539400
2018-05-03,175.880005,177.5,174.440002,176.889999,174.236862,34068200
2018-05-04,178.25,184.25,178.169998,183.830002,181.072769,56201300
2018-05-07,185.179993,187.669998,184.75,185.16000400000001,182.382813,42451400
2018-05-08,184.990005,186.220001,183.669998,186.050003,183.259476,28402800
2018-05-09,186.550003,187.399994,185.220001,187.360001,184.549835,23211200
2018-05-10,187.740005,190.369995,187.649994,190.03999299999998,187.189621,27989300
2018-05-11,189.490005,190.059998,187.449997,188.58999599999999,186.477692,26212200
2018-05-14,189.009995,189.529999,187.860001,188.149994,186.042618,20778800
2018-05-15,186.779999,187.070007,185.100006,186.440002,184.351776,23695200
2018-05-16,186.070007,188.46000700000002,186.0,188.179993,186.07226599999998,19183100
2018-05-17,188.0,188.91000400000001,186.360001,186.990005,184.895615,17294000
2018-05-18,187.190002,187.809998,186.130005,186.309998,184.223236,18297700
2018-05-21,188.0,189.270004,186.91000400000001,187.630005,185.52844199999998,18400800
2018-05-22,188.380005,188.880005,186.779999,187.16000400000001,185.063721,15240700
2018-05-23,186.350006,188.5,185.759995,188.360001,186.250259,20058400
2018-05-24,188.770004,188.83999599999999,186.21000700000002,188.149994,186.042618,23234000
2018-05-25,188.229996,189.649994,187.649994,188.580002,186.467804,17461000
2018-05-29,187.600006,188.75,186.869995,187.899994,185.795425,22514100
2018-05-30,187.720001,188.0,186.779999,187.5,185.399887,18690500
2018-05-31,187.220001,188.229996,186.139999,186.869995,184.776947,27482800
2018-06-01,187.990005,190.259995,187.75,190.240005,188.109222,23442500
2018-06-04,191.639999,193.419998,191.350006,191.830002,189.681396,26266200
2018-06-05,193.070007,193.940002,192.360001,193.309998,191.144821,21566000
2018-06-06,193.630005,194.080002,191.919998,193.979996,191.80731200000002,20933600
2018-06-07,194.139999,194.199997,192.33999599999999,193.46000700000002,191.293152,21347200
2018-06-08,191.169998,192.0,189.770004,191.699997,189.55285600000002,26656800
2018-06-11,191.350006,191.970001,190.21000700000002,191.229996,189.08813500000002,18308500
2018-06-12,191.389999,192.610001,191.149994,192.279999,190.126358,16911100
2018-06-13,192.419998,192.880005,190.440002,190.699997,188.564056,21638400
2018-06-14,191.550003,191.570007,190.220001,190.800003,188.662933,21610100
2018-06-15,190.029999,190.16000400000001,188.259995,188.83999599999999,186.724884,61719200
2018-06-18,187.880005,189.220001,187.199997,188.740005,186.626022,18484900
2018-06-19,185.139999,186.330002,183.449997,185.690002,183.610168,33578500
2018-06-20,186.350006,187.199997,185.729996,186.5,184.411102,20628700
2018-06-21,187.25,188.350006,184.940002,185.46000700000002,183.382751,25711900
2018-06-22,186.119995,186.149994,184.699997,184.919998,182.84878500000002,27200400
2018-06-25,183.399994,184.919998,180.729996,182.169998,180.12960800000002,31663100
2018-06-26,182.990005,186.529999,182.53999299999998,184.429993,182.364288,24569200
2018-06-27,185.229996,187.279999,184.029999,184.16000400000001,182.097321,25285300
2018-06-28,184.100006,186.21000700000002,183.800003,185.5,183.422302,17365200
2018-06-29,186.28999299999998,187.190002,182.91000400000001,185.110001,183.036682,22737700
2018-07-02,183.820007,187.300003,183.419998,187.179993,185.083466,17731300
2018-07-03,187.78999299999998,187.949997,183.53999299999998,183.919998,181.85998500000002,13954800
2018-07-05,185.259995,186.41000400000001,184.279999,185.399994,183.32341,16604200
2018-07-06,185.419998,188.429993,185.199997,187.970001,185.864655,17485200
2018-07-09,189.5,190.679993,189.300003,190.580002,188.445404,19756600
2018-07-10,190.71000700000002,191.279999,190.179993,190.350006,188.217972,15939100
2018-07-11,188.5,189.779999,187.610001,187.880005,185.77565,18831500
2018-07-12,189.529999,191.41000400000001,189.309998,191.029999,188.890366,18041100
2018-07-13,191.080002,191.83999599999999,190.899994,191.330002,189.187012,12513900
2018-07-16,191.520004,192.649994,190.419998,190.91000400000001,188.77171299999998,15043100
2018-07-17,189.75,191.869995,189.199997,191.449997,189.30566399999998,15534500
2018-07-18,191.779999,191.800003,189.929993,190.399994,188.26741,16393400
2018-07-19,189.690002,192.550003,189.690002,191.880005,189.73085,20286800
2018-07-20,191.779999,192.429993,190.169998,191.440002,189.295776,20676200
2018-07-23,190.679993,191.96000700000002,189.559998,191.610001,189.463867,15989400
2018-07-24,192.449997,193.66000400000001,192.050003,193.0,190.838303,18697900
2018-07-25,193.059998,194.850006,192.429993,194.820007,192.637924,16709900
2018-07-26,194.610001,195.96000700000002,193.610001,194.21000700000002,192.03476,19076000
2018-07-27,194.990005,195.190002,190.100006,190.979996,188.840912,24024000
2018-07-30,191.899994,192.199997,189.070007,189.91000400000001,187.78291299999998,21029500
2018-07-31,190.300003,192.139999,189.33999599999999,190.28999299999998,188.158646,39373000
2018-08-01,199.130005,201.759995,197.309998,201.5,199.243088,67935700
2018-08-02,200.580002,208.380005,200.350006,207.389999,205.067123,62404000
2018-08-03,207.029999,208.740005,205.479996,207.990005,205.660416,33447400
2018-08-06,208.0,209.25,207.070007,209.070007,206.728317,25425400
2018-08-07,209.320007,209.5,206.759995,207.110001,204.790268,25587400
2018-08-08,206.050003,207.809998,204.520004,207.25,204.928696,22525500
2018-08-09,207.279999,209.77999900000003,207.199997,208.880005,206.540436,23469200
2018-08-10,207.360001,209.100006,206.669998,207.529999,205.925232,24611200
2018-08-13,207.699997,210.94999700000002,207.699997,208.869995,207.254883,25869100
2018-08-14,210.16000400000001,210.559998,208.259995,209.75,208.128067,20748000
2018-08-15,209.220001,210.74000499999997,208.330002,210.24000499999997,208.614273,28807600
2018-08-16,211.75,213.809998,211.47000099999997,213.32000699999998,211.670471,28500400
2018-08-17,213.440002,217.94999700000002,213.16000400000001,217.580002,215.897522,35427000
2018-08-20,218.100006,219.17999300000002,215.11000099999998,215.460007,213.79393,30287700
2018-08-21,216.80000299999998,217.190002,214.02999900000003,215.039993,213.377167,26159800
2018-08-22,214.100006,216.36000099999998,213.83999599999999,215.05000299999998,213.387085,19018100
2018-08-23,214.649994,217.05000299999998,214.600006,215.49000499999997,213.823685,18883200
2018-08-24,216.600006,216.899994,215.11000099999998,216.16000400000001,214.48849500000003,18476400
2018-08-27,217.149994,218.74000499999997,216.330002,217.940002,216.254745,20525100
2018-08-28,219.00999500000003,220.539993,218.919998,219.69999700000002,218.001129,22776800
2018-08-29,220.149994,223.49000499999997,219.41000400000001,222.979996,221.25575299999997,27254800
2018-08-30,223.25,228.25999500000003,222.399994,225.02999900000003,223.289917,48793800
2018-08-31,226.50999500000003,228.86999500000002,226.0,227.63000499999998,225.86981200000002,43340100
2018-09-04,228.41000400000001,229.17999300000002,226.63000499999998,228.36000099999998,226.594162,27390100
2018-09-05,228.99000499999997,229.669998,225.100006,226.86999500000002,225.115677,33333000
2018-09-06,226.229996,227.350006,221.30000299999998,223.100006,221.37484700000002,34290000
2018-09-07,221.850006,225.36999500000002,220.710007,221.30000299999998,219.58876,37619800
2018-09-10,220.94999700000002,221.850006,216.47000099999997,218.330002,216.641724,39516500
2018-09-11,218.00999500000003,224.30000299999998,216.559998,223.850006,222.11904900000002,35749000
2018-09-12,224.940002,225.0,219.83999599999999,221.07000699999998,219.36055,49278700
2018-09-13,223.520004,228.350006,222.57000699999998,226.41000400000001,224.659256,41706400
2018-09-14,225.75,226.83999599999999,222.520004,223.83999599999999,222.1091,31999300
2018-09-17,222.149994,222.94999700000002,217.270004,217.88000499999998,216.195206,37195100
2018-09-18,217.789993,221.850006,217.11999500000002,218.24000499999997,216.552414,31571700
2018-09-19,218.5,219.61999500000002,215.30000299999998,218.36999500000002,216.68141200000002,27123800
2018-09-20,220.24000499999997,222.27999900000003,219.149994,220.02999900000003,218.328583,26608800
2018-09-21,220.77999900000003,221.36000099999998,217.289993,217.66000400000001,215.976913,96246700
2018-09-24,216.82000699999998,221.25999500000003,216.63000499999998,220.789993,219.08268700000002,27693400
2018-09-25,219.75,222.82000699999998,219.69999700000002,222.190002,220.47187799999998,24554400
2018-09-26,221.0,223.75,219.75999500000003,220.419998,218.71556099999998,23984700
2018-09-27,223.82000699999998,226.440002,223.539993,224.94999700000002,223.210526,30181200
2018-09-28,224.789993,225.83999599999999,224.020004,225.74000499999997,223.994431,22929400
2018-10-01,227.94999700000002,229.419998,226.350006,227.25999500000003,225.50267000000002,23600800
2018-10-02,227.25,230.0,226.63000499999998,229.27999900000003,227.50705,24788200
2018-10-03,230.05000299999998,233.47000099999997,229.77999900000003,232.07000699999998,230.27548199999998,28654800
2018-10-04,230.77999900000003,232.350006,226.729996,227.99000499999997,226.227036,32042000
2018-10-05,227.960007,228.41000400000001,220.580002,224.289993,222.555634,33580500
2018-10-08,222.210007,224.80000299999998,220.19999700000002,223.770004,222.039658,29663900
2018-10-09,223.63999900000002,227.270004,222.25,226.86999500000002,225.115677,26891000
2018-10-10,225.460007,226.350006,216.05000299999998,216.36000099999998,214.686966,41990600
2018-10-11,214.520004,219.5,212.32000699999998,214.44999700000002,212.791718,53124400
2018-10-12,220.419998,222.88000499999998,216.83999599999999,222.11000099999998,220.392502,40337900
2018-10-15,221.16000400000001,221.830002,217.270004,217.36000099999998,215.67923,30791000
2018-10-16,218.92999300000002,222.99000499999997,216.75999500000003,222.149994,220.432175,29184000
2018-10-17,222.30000299999998,222.63999900000002,219.33999599999999,221.190002,219.47961400000003,22885400
2018-10-18,217.86000099999998,219.74000499999997,213.0,216.020004,214.349579,32581300
2018-10-19,218.059998,221.25999500000003,217.42999300000002,219.309998,217.61415099999996,33078700
2018-10-22,219.789993,223.36000099999998,218.940002,220.649994,218.943771,28792100
2018-10-23,215.830002,223.25,214.69999700000002,222.729996,221.00769,38767800
2018-10-24,222.600006,224.229996,214.539993,215.08999599999999,213.426773,40925500
2018-10-25,217.710007,221.38000499999998,216.75,219.80000299999998,218.10035699999997,29855800
2018-10-26,215.899994,220.190002,212.669998,216.30000299999998,214.627411,47258400
2018-10-29,219.190002,219.690002,206.08999599999999,212.24000499999997,210.59883100000002,45935500
2018-10-30,211.149994,215.17999300000002,209.270004,213.30000299999998,211.65062000000003,36660000
2018-10-31,216.88000499999998,220.44999700000002,216.61999500000002,218.86000099999998,217.167618,38358900
2018-11-01,219.05000299999998,222.36000099999998,216.809998,222.22000099999997,220.501633,58323200
2018-11-02,209.550003,213.649994,205.429993,207.479996,205.87561000000002,91328700
2018-11-05,204.300003,204.389999,198.169998,201.58999599999999,200.031158,66163700
2018-11-06,201.919998,204.720001,201.690002,203.770004,202.194321,31882900
2018-11-07,205.970001,210.059998,204.130005,209.94999700000002,208.32650800000002,33424400
2018-11-08,209.979996,210.11999500000002,206.75,208.490005,207.599655,25362600
2018-11-09,205.550003,206.009995,202.25,204.470001,203.596817,34365800
2018-11-12,199.0,199.850006,193.78999299999998,194.169998,193.34079,51135500
2018-11-13,191.630005,197.179993,191.449997,192.229996,191.409073,46882900
2018-11-14,193.899994,194.479996,185.929993,186.800003,186.002274,60801000
2018-11-15,188.389999,191.970001,186.899994,191.41000400000001,190.59259,46478800
2018-11-16,190.5,194.970001,189.46000700000002,193.529999,192.703537,36928300
2018-11-19,190.0,190.699997,184.990005,185.860001,185.066284,41925300
2018-11-20,178.369995,181.470001,175.509995,176.979996,176.224197,67825200
2018-11-21,179.729996,180.270004,176.550003,176.779999,176.025055,31124200
2018-11-23,174.940002,176.600006,172.100006,172.28999299999998,171.55423000000002,23624000
2018-11-26,174.240005,174.949997,170.259995,174.619995,173.87428300000002,44998500
2018-11-27,171.509995,174.770004,170.880005,174.240005,173.495911,41387400
2018-11-28,176.729996,181.28999299999998,174.929993,180.940002,180.167297,46062500
2018-11-29,182.66000400000001,182.800003,177.699997,179.550003,178.78323400000002,41770000
2018-11-30,180.28999299999998,180.330002,177.029999,178.580002,177.817383,39531500
