2019-10,936,7147.71,776,748.77
2019-11,937,7146.42,775,749.89
2019-12,942,7155.64,775,746.66
2020-01,941,7153.98,774,744.16
2020-02,941,7153.74,774,744.64
2020-03,942,7175.71,777,747.24
2020-04,943,7160.37,777,748.00
2020-05,944,7166.21,776,746.62
2020-06,944,7166.82,776,746.14
2020-07,944,7187.02,777,748.15
2020-08,946,7233.42,776,749.18
2020-09,946,7242.93,778,744.11
2020-10,945,7235.31,780,745.51
