商品編號,商品名稱,價格
161,【NIKE 耐吉】TRUE GRIP 7號籃球-附球針 咖啡黑(NKI0785507),940
162,【NIKE 耐吉】ELITE COMPETITION 8P 2.0 7號籃球-籃球(N000264485507),"1,105"
163,【NIKE 耐吉】DOMINATE 6號籃球-戶外 橘黑(NKI0084706),695
164,【NIKE 耐吉】SWOOSH MINI 3號籃球-戶外 橘黑(NKI0887903),435
165,【NIKE 耐吉】JORDAN PLAYGROUND 8P 7號籃球-籃球 飛人喬丹(J000186561107),705
